Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,PSOC,ISCO,SOC
Web Designer,Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,2166.0,2166,27-1024
Web Developer (Python),Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,2513.0,2513,15-1134 
Web Developer Intern,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,2513.0,2513,15-1134 
Wellness Coach,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3422.0,3422 p,39-9031
Wellness Program Aide,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,3253.0,3253,21-1094 
Wheelchair Technician,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,7234.0,7234,49-3091 
Wheel-Loader Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8342.0,8342,53-7032
Wildlife Field Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3240.0,3240,31-9096
Wind Turbine Technician,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,3113.0,3113,17-3024
Window Cleaner,Accommodation and Food Service Activities,Other accommodation,Higher Education,No,No,9129.0,9129,47-4071
Wood Carver,Manufacturing                                                ,Manufacture of furniture,Not Higher Education,No,No,7317.0,7317,51-7099
Workforce Management Analyst,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,2424.0,2424,13-1151 
Workforce Wellness Coordinator,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,2269.0,2269,29-9092 
Worship Musician,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042
