,Job Title,Educational Qualification,Job Sector,Educational Pathway,HEI with PRC Exam,Some HEI,Job Subsector,PSOC Code,ISCO Code,SOC Code,SOC Title,SOC Codes,SOC Titles,AIOE,Complementarity,AI Risk Classification
393,Management Information Assistant,Bachelor of Science in Management Information System,Information and Communication,Higher Education,No,Yes,"Computer programming, consultancy and related activities",3511,3511,15-1299.09,Information Technology Project Managers,"['15-1299.00', '15-1299.01', '15-1299.02', '15-1299.03', '15-1299.04', '15-1299.05', '15-1299.06', '15-1299.07', '15-1299.08', '15-1299.09']","['Computer Occupations, All Other', 'Web Administrators', 'Geographic Information Systems Technologists and Technicians', 'Document Management Specialists', 'Penetration Testers', 'Information Security Engineers', 'Digital Forensics Analysts', 'Blockchain Engineers', 'Computer Systems Engineers/Architects', 'Information Technology Project Managers']",1.0768757098629762,0.5505555555555556,Automated
394,Risk Management Assistant,Bachelor of Science in Management of Financial Institutions,Financial and Insurance Activities,Higher Education,No,Yes,"Activities auxiliary to financial service, except insurance and pension funding",3321,3321,41-3021.00,Insurance Sales Agents,"['13-2053.00', '41-1012.00', '41-3021.00']","['Insurance Underwriters', 'First-Line Supervisors of Non-Retail Sales Workers', 'Insurance Sales Agents']",1.2357705840058633,0.5363888888888888,Automated
395,Technology Operations Assistant,Bachelor of Science in Management Technology,Information and Communication,Higher Education,No,Yes,"Computer Programming, Consultancy and Related Activities",3512,3512,15-1232.00,Computer User Support Specialists,['15-1232.00'],['Computer User Support Specialists'],0.4154865910960427,0.6263888888888889,Augmented
396,Industrial Scheduler,Bachelor of Science in Manufacturing Engineering,"Professional, Scientific and Technical Activities",Higher Education,No,Yes,"Other professional, scientific and technical activities, n.e.c.",8211,8211,51-2031.00,Engine and Other Machine Assemblers,"['51-2011.00', '51-2031.00']","['Aircraft Structure, Surfaces, Rigging, and Systems Assemblers', 'Engine and Other Machine Assemblers']",-0.9754147170731584,0.5408333333333333,Not Affected
397,Line Technician,Bachelor of Science in Manufacturing Engineering and Management,Manufacturing,Higher Education,No,Yes,"Other manufacturing, n.e.c.",7422,7422,49-9052.00,Telecommunications Line Installers and Repairers,"['49-1011.00', '49-2011.00', '49-2021.00', '49-2022.00', '49-2093.00', '49-9052.00']","['First-Line Supervisors of Mechanics, Installers, and Repairers', 'Computer, Automated Teller, and Office Machine Repairers', 'Radio, Cellular, and Tower Equipment Installers and Repairers', 'Telecommunications Equipment Installers and Repairers, Except Line Installers', 'Electrical and Electronics Installers and Repairers, Transportation Equipment', 'Telecommunications Line Installers and Repairers']",-0.1748634323778201,0.6933333333333334,Not Affected
398,Marine Biology Technician,Bachelor of Science in Marine Science,"Professional, Scientific and Technical Activities",Higher Education,No,Yes,Research and experimental development on natural sciences and engineering,3115,3115,17-3027.01,Automotive Engineering Technicians,"['17-3021.00', '17-3024.00', '17-3024.01', '17-3027.00', '17-3027.01', '17-3029.00', '17-3029.01', '17-3029.08']","['Aerospace Engineering and Operations Technologists and Technicians', 'Electro-Mechanical and Mechatronics Technologists and Technicians', 'Robotics Technicians', 'Mechanical Engineering Technologists and Technicians', 'Automotive Engineering Technicians', 'Engineering Technologists and Technicians, Except Drafters, All Other', 'Non-Destructive Testing Specialists', 'Photonics Technicians']",0.2932456464208134,0.5980555555555556,Automated
399,Marine Navigation and Port Operations Officer,Bachelor of Science in Marine Transportation,Transportation and Storage,Higher Education,No,No,"Sea and coastal water transport, Inland water transport",3152,3152,53-1049.00,"First-Line Supervisors of Transportation Workers, All Other","['53-1049.00', '53-5021.00']","['First-Line Supervisors of Transportation Workers, All Other', 'Captains, Mates, and Pilots of Water Vessels']",-0.8093223179968441,0.7611111111111111,Not Affected
400,Program Production Assistant,Bachelor of Science in Mass Communication,Information and Communication,Higher Education,No,Yes,Programming and Broadcasting Activities,3512,3512,15-1232.00,Computer User Support Specialists,['15-1232.00'],['Computer User Support Specialists'],0.4154865910960427,0.6263888888888889,Augmented
401,Materials Testing Technician,Bachelor of Science in Material Science and Engineering,"Professional, Scientific and Technical Activities",Higher Education,No,Yes,Technical Testing and Analysis,3119,3119,17-3029.01,Non-Destructive Testing Specialists,"['17-3025.00', '17-3026.00', '17-3026.01', '17-3029.00', '17-3029.01', '17-3029.08', '19-4051.00', '19-4051.02', '19-4092.00', '19-4099.00', '19-4099.01', '19-4099.03', '33-1021.00', '33-2021.00', '33-2022.00', '53-6041.00']","['Environmental Engineering Technologists and Technicians', 'Industrial Engineering Technologists and Technicians', 'Nanotechnology Engineering Technologists and Technicians', 'Engineering Technologists and Technicians, Except Drafters, All Other', 'Non-Destructive Testing Specialists', 'Photonics Technicians', 'Nuclear Technicians', 'Nuclear Monitoring Technicians', 'Forensic Science Technicians', 'Life, Physical, and Social Science Technicians, All Other', 'Quality Control Analysts', 'Remote Sensing Technicians', 'First-Line Supervisors of Firefighting and Prevention Workers', 'Fire Inspectors and Investigators', 'Forest Fire Inspectors and Prevention Specialists', 'Traffic Technicians']",-0.0564920970490134,0.6525,Not Affected
402,Product Quality Inspector,Bachelor of Science in Materials Engineering,Manufacturing,Higher Education,No,No,"Other manufacturing, n.e.c.",7543,7543,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",['51-9061.00'],"['Inspectors, Testers, Sorters, Samplers, and Weighers']",-0.4452566633435789,0.5880555555555556,Not Affected
403,Cold Storage Technician,Bachelor of Science in Meat Technology,Manufacturing,Higher Education,No,No,Installation of industrial machinery and equipment,3252,3252,29-9021.00,Health Information Technologists and Medical Registrars,['29-9021.00'],['Health Information Technologists and Medical Registrars'],0.0541689174299163,0.7051388888888888,Not Affected
404,Mechanical Draftsman,"Bachelor of Science in Mechanical Design, Fabrication and Technology","Professional, Scientific and Technical Activities",Higher Education,No,Yes,Architectural and engineering activities and related technical consultancy,3118,3118,17-3013.00,Mechanical Drafters,"['17-3011.00', '17-3012.00', '17-3013.00', '17-3019.00', '27-1013.00']","['Architectural and Civil Drafters', 'Electrical and Electronics Drafters', 'Mechanical Drafters', 'Drafters, All Other', 'Fine Artists, Including Painters, Sculptors, and Illustrators']",0.5463691615858944,0.5516666666666666,Automated
405,Machine Design Engineer,Bachelor of Science in Mechanical Engineering,"Professional, Scientific and Technical Activities",Higher Education,Yes,No,Architectural and engineering activities and related technical consultancy,2141,2141,17-2112.03,Manufacturing Engineers,"['17-2112.00', '17-2112.01', '17-2112.02', '17-2112.03']","['Industrial Engineers', 'Human Factors Engineers and Ergonomists', 'Validation Engineers', 'Manufacturing Engineers']",0.8796142465705452,0.6708333333333334,Augmented
406,Mechatronics Engineer,Bachelor of Science in Mechanical Engineering with Mechatronics,"Professional, Scientific and Technical Activities",Higher Education,Yes,No,Architectural and engineering activities and related technical consultancy,2144,2144,17-2141.00,Mechanical Engineers,"['17-2011.00', '17-2021.00', '17-2121.00', '17-2141.00', '17-2141.01', '17-2141.02']","['Aerospace Engineers', 'Agricultural Engineers', 'Marine Engineers and Naval Architects', 'Mechanical Engineers', 'Fuel Cell Engineers', 'Automotive Engineers']",1.2479876486580703,0.6097222222222222,Automated
407,Maintenance Fitter,Bachelor of Science in Mechanical Technology,Manufacturing,Higher Education,No,No,"Other manufacturing, n.e.c.",7233,7233,49-9043.00,"Maintenance Workers, Machinery","['49-1011.00', '49-3041.00', '49-3042.00', '49-3043.00', '49-9041.00', '49-9043.00', '49-9044.00', '49-9045.00', '49-9081.00']","['First-Line Supervisors of Mechanics, Installers, and Repairers', 'Farm Equipment Mechanics and Service Technicians', 'Mobile Heavy Equipment Mechanics, Except Engines', 'Rail Car Repairers', 'Industrial Machinery Mechanics', 'Maintenance Workers, Machinery', 'Millwrights', 'Refractory Materials Repairers, Except Brickmasons', 'Wind Turbine Service Technicians']",-0.1748634323778201,0.6933333333333334,Not Affected
408,Automation Control Technician,Bachelor of Science in Mechatronics Engineering,Manufacturing,Higher Education,No,Yes,Manufacture of general purpose machinery,3115,3115,17-3027.01,Automotive Engineering Technicians,"['17-3021.00', '17-3024.00', '17-3024.01', '17-3027.00', '17-3027.01', '17-3029.00', '17-3029.01', '17-3029.08']","['Aerospace Engineering and Operations Technologists and Technicians', 'Electro-Mechanical and Mechatronics Technologists and Technicians', 'Robotics Technicians', 'Mechanical Engineering Technologists and Technicians', 'Automotive Engineering Technicians', 'Engineering Technologists and Technicians, Except Drafters, All Other', 'Non-Destructive Testing Specialists', 'Photonics Technicians']",0.2932456464208134,0.5980555555555556,Automated
409,Radiological Health Assistant,Bachelor of Science in Medical Biology,Human Health and Social Work Activities,Higher Education,No,Yes,Other human health activities,5329,5329,31-9099.01,Speech-Language Pathology Assistants,"['31-1132.00', '31-2012.00', '31-2022.00', '31-9091.00', '31-9093.00', '31-9095.00', '31-9097.00', '31-9099.00', '31-9099.01', '31-9099.02']","['Orderlies', 'Occupational Therapy Aides', 'Physical Therapist Aides', 'Dental Assistants', 'Medical Equipment Preparers', 'Pharmacy Aides', 'Phlebotomists', 'Healthcare Support Workers, All Other', 'Speech-Language Pathology Assistants', 'Endoscopy Technicians']",-1.7921559227550374,0.6224999999999999,Not Affected
410,Materials Engineer,Bachelor of Science in Metallurgical Engineering,"Professional, Scientific and Technical Activities",Higher Education,Yes,No,Architectural and engineering activities and related technical consultancy,2149,2149,17-2131.00,Materials Engineers,"['17-2031.00', '17-2111.00', '17-2111.02', '17-2131.00', '17-2161.00', '17-2199.00', '17-2199.03', '17-2199.05', '17-2199.06', '17-2199.07', '17-2199.08', '17-2199.09', '17-2199.10', '17-2199.11']","['Bioengineers and Biomedical Engineers', 'Health and Safety Engineers, Except Mining Safety Engineers and Inspectors', 'Fire-Prevention and Protection Engineers', 'Materials Engineers', 'Nuclear Engineers', 'Engineers, All Other', 'Energy Engineers, Except Wind and Solar', 'Mechatronics Engineers', 'Microsystems Engineers', 'Photonics Engineers', 'Robotics Engineers', 'Nanosystems Engineers', 'Wind Energy Engineers', 'Solar Energy Systems Engineers']",0.966410139209174,0.5813888888888888,Automated
411,Metallurgical Technician,Bachelor of Science in Metallurgy,"Professional, Scientific and Technical Activities",Higher Education,No,Yes,"Other professional, scientific and technical activities, n.e.c.",3117,3117,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other","['17-3029.00', '17-3029.01', '17-3029.08', '19-4044.00']","['Engineering Technologists and Technicians, Except Drafters, All Other', 'Non-Destructive Testing Specialists', 'Photonics Technicians', 'Hydrologic Technicians']",-0.2574532362749527,0.6236111111111111,Not Affected
412,Microbiology Lab Assistant,Bachelor of Science in Microbiology,"Professional, Scientific and Technical Activities",Higher Education,No,Yes,Research and experimental development on natural sciences and engineering,2131,2131,19-1022.00,Microbiologists,"['19-1011.00', '19-1012.00', '19-1013.00', '19-1021.00', '19-1022.00', '19-1023.00', '19-1029.00', '19-1029.01', '19-1029.02', '19-1029.03', '19-1029.04', '19-1041.00', '19-1042.00', '19-1099.00']","['Animal Scientists', 'Food Scientists and Technologists', 'Soil and Plant Scientists', 'Biochemists and Biophysicists', 'Microbiologists', 'Zoologists and Wildlife Biologists', 'Biological Scientists, All Other', 'Bioinformatics Scientists', 'Molecular and Cellular Biologists', 'Geneticists', 'Biologists', 'Epidemiologists', 'Medical Scientists, Except Epidemiologists', 'Life Scientists, All Other']",0.8515850505893694,0.7072222222222222,Augmented
