Provider Name,Class Name,Region Name,Province Name,City Name,Address,focal,phone,e mail,Qualification,Trainer Count,Enrolled,Graduates
"Lakewood School of Alabang, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"Timbol Bldg., No. 21 National Road, Putatan, Muntinlupa City",Julita M. Concepcion,550-2260/861-0397,techvoc.lakewood@gmail.com,Computer Systems Servicing NC II,1,31,44
"MARY CHILES HOSPITAL, INC. DOING BUSINESS UNDER THE NAME AND STYLE OF MARY CHILES GEN. HOSPITAL; MARY CHILES COLLEGE AND MCC CHILDBIRTH AND WOMEN'S CENTER",HEIs,National Capital Region (NCR),City of Manila,"Sampaloc, City of Manila","667 F.T. Dalupan Sr. Street, Sampaloc, Manila",Marivic C. Diaz, 735-54-3 / 735-5341 Loc 286,mcctvet@gmail.com,Computer Systems Servicing NC II,1,54,54
MARY GRACE INTERNATIONAL EDUCATION INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,"3rd Floor Gateway Building Taft Avenue Cartimar Shopping Center, Barangay 39, Pasay City",MARY GRACE ROSALIA N. GULAN,0917-527-7351,marygrace.international@gmail.com,Computer Systems Servicing NC II,3,190,181
"MFI POLYTECHNIC INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"MFI Bldg., Ortigas Ave., Pasig City",NOEL M. DUMAGUIT,632-0756 to 67/ 631-1294/631-3838,pasig@mfi.edu.ph,Computer Systems Servicing NC II,0,0,44
MINDBANK TRAINING & SKILLS CORPORATION,TVIs,National Capital Region (NCR),Quezon City,Quezon City,138 Timog Avenue Quezon City,RAYMUND A. IGNACIO,263-4819,mindbankcorp@gmail.com,Computer Systems Servicing NC II,5,541,414
"MINDTECH TRAINING & DEVELOPMENT INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"No. 163 Dr. Sixto Avenue, Brgy. Rosario, Pasig City ",CARMINA ABEGAIL B. DIMAYUGA,263-4819,mtdi.training@gmail.com,Computer Systems Servicing NC II,2,764,930
OPTIMUM SKILLS SOURCE INSTITUTE CORP.,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"Unit 1105 & 1106 Jafer Place, Eisenhower St., Greenhills, San Juan City",MA. ELENA A. PASIA,9395537454,optimumskillssic@gmail.com,Computer Systems Servicing NC II,1,236,245
"PHILIPPINE ACADEMY FOR TECHNICAL AND VOCATIONAL SKILLS, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"4/F Maria Compound Bldg., # 14 Nicanor Roxas St. Brgy. San Roque, Marikina City ",MAYDA LO L. TABANGIN,0920-9530092,philacademymarikina@gmail.com,Computer Systems Servicing NC II,4,387,334
PHILIPPINE CALL CENTER INSTITUTE INC.,TVIs,National Capital Region (NCR),PASMAK,Makati City,"3/F Sterling Annex, 2302 Chino Roces Ext., Brgy. Magallanes, Makati City",KRISTELLE LYNNE P. ONG,9606688727,pccimakati0522@gmail.com,Computer Systems Servicing NC II,17,2569,2773
PHILIPPINE SCHOOL FOR TECHNOLOGY DEVELOPMENT AND INNOVATION INC.,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Corner De Leon Street, Purok 1-A Kabatuhan Street, Mapulang Lupa, Valenzuela City",Arvin C. Mamites,(02) 750-3718,philschooltechdevinno@gmail.com,Computer Systems Servicing NC II,2,464,435
Quezon City Lingkod Bayan Skills Development Center,TTI (PTC),National Capital Region (NCR),Quezon City,Quezon City,"Lot 10, Block 17, Dahlia Avenue, Fairview Quezon City",EDMAR JAY O. BLANCO,799-9092,qclbsdc@tesda.gov.ph,Computer Systems Servicing NC II,2,88,84
RASE TRAINING AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,"Unit 401 DMV Bldg., 2484 Padre Zamora St., Barangay 105, Pasay City",GRETELWOLDA C. GEPILANO,(02) 8771 5554,pasmak.rase.2024@gmail.com,Computer Systems Servicing NC II,2,50,0
RGTECH INSTITUTE AND ASSESSMENT CENTER,TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"3rd floor 7 Sumulong Hi-way, corner M. Cruz St., Santo Niño, Marikina City",Gladys T. Chua,9178820923,pmms.rgtech.tvimis@gmail.com,Computer Systems Servicing NC II,2,182,125
RVN TECH-VOC INC.,TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"No. 2 Inda Maria Road, Brgy. Potrero, Malabon City",RIZALINA R. PATIO,788-1082,cmnv.rvnti.tvimis@Gmail.com,Computer Systems Servicing NC II,0,0,53
SAINT MARK TECHNICAL VOCATIONAL INSTITUTE INC.,TVIs,National Capital Region (NCR),City of Manila,"Santa Cruz, City of Manila","580 FLORENTINO TORRES BRGY. 303 STA. CRUZ, MANILA",VERN T. MONTORIO,757-0405 / 09367186943,saintmarktechvoc@gmail.com,Computer Systems Servicing NC II,1,56,56
"SEA GEM TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),City of Manila,"Malate, City of Manila","Grd. Flr. Marbella II Bldg. 2071 Roxas Blvd. Brgy. 701, Malate, Manila",RIZALINA D. CORDOVA ,252-1192,seagem629@gmail.com,Computer Systems Servicing NC II,2,140,127
"SLDM COLLEGES OF QUEZON CITY, INC. ",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"B1 L1 Salvador Ave. cor., Quirino Highway, Jordan Plains Subd., Quezon City ",MELODY B. DIGAO,292-6536,sldmcollegesofqc2014@gmail.com,Computer Systems Servicing NC II,1,112,87
"ST. CATHERINE INSTITUTE OF TECHNOLOGY, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"No. 425 Blas St., Hulong Duhat, Malabon City",RUTH M. CUNTAPAY,"8713-6741, 8352-0859, 8736-7278, 09185292561",stcatherineinstituteoftechnology@yahoo.com,Computer Systems Servicing NC II,2,44,44
"ST. JUDEL INSTITUTE OF TECHNOLOGY ,INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"2nd Floor Macta Bldg. No. 30 Karuhatan road , Valenzuela city",RUTH M. CUNTAPAY,432-9304/ 443-0533/ 432-9332,sjit07@yahoo.com,Computer Systems Servicing NC II,1,16,67
ST. MATTHEW OF BLUMENTRITT INSTITUTE OF TECHNOLOGY (SMBIT). INC.,TVIs,National Capital Region (NCR),City of Manila,"Santa Cruz, City of Manila","2449 Rizal Ave. corner Cavite Street, Sta. Cruz, Manila",Analou Ong,8866-3682 / 7751-8162,smbit_2011@yahoo.com.ph,Computer Systems Servicing NC II,2,181,149
"ST. PETER VELLE TECHNICAL TRAINING CENTER, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"No. 92 Mc Arthur Highway, Marulas, Valenzuela City ",MARILEN S. GAMOTEA,444-1939,stpetervelle2003@yahoo.com.ph,Computer Systems Servicing NC II,1,19,19
TELECALL INSTITUTE OF TECHNOLOGY INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"5/F, 15F, 25/F Raffles Corporate Center, F. Ortigas Jr. Rd, San Antonio Ortigas Center, Pasig City",MR. DENNIS CALVIN D. TAN,420-6488/ 09163093032,pmms.telecall.tvimis@gmail.com,Computer Systems Servicing NC II,5,427,367
TESDA-NAVOTAAS TRAINING INSTITUTE,TTI (PTC),National Capital Region (NCR),CAMANAVA,Navotas City,"C3 Road, corner Virgo Drive, Brgy. NBBS Kaunlaran, Navotas City",PAUL JOHN P. RAMOS,(02)82827276,tnti@tesda.gov.ph,Computer Systems Servicing NC II,2,186,165
"TRAINING CENTER FOR SKILLS AND DEVELOPMENT, INC.",TVIs,National Capital Region (NCR),City of Manila,"Malate, City of Manila",Queen Rose Bldg. San Andres cor. L. Guinto St. Barangay 723 Malate Manila,Maria Therese L. Quintos,395-1727,tcsdi.2018@gmail.com,Computer Systems Servicing NC II,3,158,114
UNITED INSTITUTE FOR BUSINESS AND TECHNOLOGY ASSESSMENT INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,348 J.p. Rizal Street Brgy. Sto Niño Marikina City,Vennelisa De Guzman Valenzuela,245-9473,uibtai@gmail.com,Computer Systems Servicing NC II,2,51,51
VALENZUELA CITY TECHNOLOGICAL COLLEGE,LGU,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Kamagong St., Fortune Vill. 6, Parada, Valenzuela City",DR. YOLANDA G. GADON,82930775 / 82920480,cmnv.valtech.tvimis@gmail.com,Computer Systems Servicing NC II,2,45,43
"XAVIER TECHNICAL TRAINING CENTER, CORP.",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"267 B. & C E. Dela Paz St. Sto. Niño, Marikina City",MS. MERLINDA L. QUINTELA,475-1492,xaviermarikina99@gmail.com,Computer Systems Servicing NC II,1,55,53
MUNTIPARLASTAPAT DISTRICT TRAINING AND ASSESSMENT CENTER,TTI (PTC),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Bldg. 9, (formerly Pinoy Bayanihan Project) TESDA Complex, East Service Road, South Luzon Expressway, Taguig City",MARLON A. FELIX,8-886-5306,mdtac@tesda.gov.ph,Construction Painting NC II,2,124,85
QTEK TRAINING AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"10 A.H. Poblador St., Brgy. Hagdan Bato, Libis, Mandaluyong City",MARIA CRISELLA O. BINAYUG ,964-2237 / 0917-300-5827 / 0942-0359736,mcobinayug@qtekcenter.com,Construction Painting NC II,4,325,262
TAGUIG MANPOWER TRAINING AND ASSESSMENT CENTER (TMTC),LGU,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Col. Ballecer St., Brgy. Central Signal Village, Taguig City",Evangeline F. Sabater,9297015428,manpowertmtc@gmail.com,Construction Painting NC II,1,61,93
(S.J.B.) SAINT JOHN BOSCO I.A.S. INC. - (Mandaluyong Branch),TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"55 Shaw Blvd., Mandaluyong City",Danilo S. Velez Jr.,Tel. 535-1595,sjbkalentong1996@gmail.com,Contact Center Services NC II,1,47,42
AMAZING GRACE TECHNICAL TRAINING INSTITUTE,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"74 Cambridge St. cor. New York St. Brgy. E. Rodriguez, Cubao, Quezon City",Leticia O. Ogbac,(02) 282-5585 / 0918-8031447 /09175489048,l_ogbac@yahoo.com,Contact Center Services NC II,2,229,224
AMERICAN TESOL INSTITUTE PHIL. INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"Mezzanine B 707 Shaw Blvd., Brgy. Kapitolyo, Pasig City ",KYLE JUSTIN B. GO,584-7200/ 0917-5187073,americantesolinstitute01@gmail.com,Contact Center Services NC II,1,56,46
APHRODITE TRAINING AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"0721 Navarette St., Arkong Bato, Valenzuela City",CRISTINA MARIE M. FELICIANO,09194994983 / 0916403254.,aphroditetacvalenzuela2023@gmail.com,Contact Center Services NC II,3,159,66
BLUECHIP TRAINING CENTER INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"4 2nd West Crame, San Juan City",Rodell King Alcantara ,8521-9958/ 09192898785,bluechiptrainingcenterph@gmail.com,Contact Center Services NC II,1,25,0
"CANE TOWN COLLEGES OF THE PHILIPPINES, INC. DOING BUSINESS UNDER THE NAME AND STYLE OF PROFESSIONAL ",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"2nd Floor Rear Ablaza Building, 117 E. Rodriguez Sr. Avenue, Quezon City",LENIE M. SANTIAGO,353-7981,canetowncollegesofthephils12@gmail.com,Contact Center Services NC II,2,278,242
CENTER FOR INTERNATIONAL INDUSTRIES COMPETENCE CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"4/F 656 Del Monte Ave., Brgy. Talayan, Quezon City",ARRISH C. ALTAVANO,298-2162,altavano.arrish@gmail.com,Contact Center Services NC II,4,312,599
"CENTRAL INSTITUTE OF TECHNOLOGY OF QUEZON CITY, INC. ",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"2nd Floor Our Home Bldg., 114 Malakas St. Diliman, Quezon City",Cecilio B. Pingkian ,(02) 925-2554  435-7010,cit_2013@yahoo.com,Contact Center Services NC II,2,160,127
"COLEGIO DE SAN GABRIEL ARCANGEL OF CALOOCAN, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"Phase 10 Pkg. 6 Blk. 1 Lot 4 Bagong Silang, Caloocan City","EUGENIO V. DAUZ, Ph.D.",579-40-11,cmnv.cdsgacal.tvimis@gmail.com,Contact Center Services NC II,1,69,69
"ECLARO ACADEMY, INC.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"No. 7 Zuzuarregui, brgy. Holy Spirit, Old Balara, Quezon City",Joseph Lornito G. Beaniza,(02) 441-0501,eclaroacademytesda@gmail.com,Contact Center Services NC II,1,60,60
"GARDNER COLLEGE DILIMAN, INC.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Archipelago Building, 29 North Avenue, Bagong Pag-asa, Quezon City",INES M. BASAEN,926-2948 / 925-5640,pgodoy.gardner@gmail.com,Contact Center Services NC II,1,180,163
GLOBAL INFINITY TRAINING CENTER INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"121 3A Forab Bldg.Building Kamuning Road Kamuning, Quezon City",OFELIA B. ANDRADA,7001-4760,globalinfinity023@gmail.com,Contact Center Services NC II,2,155,127
"GO TEC INTERNATIONAL BUSINESS SCHOOL, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"Lot-16, Blk-5 Saint Paul St., Lopez Village, Sucat, Parañaque City",ANGELITA O. GATUS,(02) 73416854,gotecbrsr@gmail.com,Contact Center Services NC II,1,71,45
HEADSTART TRAINING CENTER CORP.,TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"4F St. Jerome Mansion, 82 Victoneta Ave., Potrero, Malabon City",FLORINDA V. VALERA,9684471790,headstartcenter1@gmail.com,Contact Center Services NC II,2,127,0
"Informatics College - Northgate, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"Indo-China Drive, Northgate Cyberzone, Filinvest Corporate City, Alabang, Muntinlupa City",Mary Grace A. Sumagaysay,772-24-72/74/76,msumagaysay@informatics.com.ph,Contact Center Services NC II,1,112,99
INFORMATICS COLLEGE-MANILA INC.,TVIs,National Capital Region (NCR),City of Manila,"Quiapo, City of Manila","Ground to 4th Floor BDO C.M. Recto San Sebastian Branch Building, 2070 C.M. Recto Avenue, Quiapo, Manila",ROLAN M. MACARANG,488-3034/ 488-3358/ 488-3031,rmacarang@informatics.com.ph,Contact Center Services NC II,1,159,124
"Infotech Institute of Arts and Sciences, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"CAP Bldg., Dr. A. Santos Ave., Sucat, Parañaque City",Alan F. Boribor,825-6531/470-7793,infotechcollege_2017@yahoo.com,Contact Center Services NC II,2,75,66
INNOVATIVE TECHNICAL INSTITUTE INC.,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Km 16 Mc Arthur Highway Malanday, Valenzuela City",Hilario F. Narida,206-9807,innovativetechnicalinstitute@gmail.com,Contact Center Services NC II,1,56,51
"Marymount Academy of Parañaque (MAPI), Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"J. Villaroman St. Classic Homes, B.F. Homes, Parañaque City",Joy Myra S. Tambunting,807-5171/75,tesda@marymountacademy.edu.ph,Contact Center Services NC II,1,147,192
MINDBANK TRAINING & SKILLS CORPORATION,TVIs,National Capital Region (NCR),Quezon City,Quezon City,138 Timog Avenue Quezon City,RAYMUND A. IGNACIO,263-4819,mindbankcorp@gmail.com,Contact Center Services NC II,1,186,271
"NATIONAL INSTITUTE FOR TECHNICAL AND VOCATIONAL CAREERS, INC. ",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Unit 11, Llanar Bldg., Bonny Serrano Ave., cor. 10th Ave., Cubao, Quezon City ",MARK AUGUSTINE L. RODRIGUEZ,364-4347,nationalinstitute.techvoc@gmail.com,Contact Center Services NC II,4,387,360
OERIDIAN TRAINING SOLUTIONS INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"3/F CLMC Bldg., 259 EDSA corner Connecticut St., Mandaluyong City",MS. Maria Anchy M. Ang,721-9862,info@oeridian.com,Contact Center Services NC II,1,59,59
"Olivarez College, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"Dr. A. Santos Ave., Barangay San Dionisio, Parañaque City",Dr. Eric L. Olivarez,"825-71-89, 825-71-19 fax - 825-87-12",Ocp.tesda@olivarezcollege.edu.ph,Contact Center Services NC II,1,52,52
OPTIMUM SKILLS SOURCE INSTITUTE CORP.,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"Unit 1105 & 1106 Jafer Place, Eisenhower St., Greenhills, San Juan City",MA. ELENA A. PASIA,9395537454,optimumskillssic@gmail.com,Contact Center Services NC II,2,365,362
PHILIPPINE CALL CENTER INSTITUTE INC.,TVIs,National Capital Region (NCR),PASMAK,Makati City,"3/F Sterling Annex, 2302 Chino Roces Ext., Brgy. Magallanes, Makati City",KRISTELLE LYNNE P. ONG,9606688727,pccimakati0522@gmail.com,Contact Center Services NC II,0,0,247
PHILIPPINE SCHOOL FOR TECHNOLOGY DEVELOPMENT AND INNOVATION INC.,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Corner De Leon Street, Purok 1-A Kabatuhan Street, Mapulang Lupa, Valenzuela City",Arvin C. Mamites,(02) 750-3718,philschooltechdevinno@gmail.com,Contact Center Services NC II,2,294,277
"SEA GEM TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),City of Manila,"Malate, City of Manila","Grd. Flr. Marbella II Bldg. 2071 Roxas Blvd. Brgy. 701, Malate, Manila",RIZALINA D. CORDOVA ,252-1192,seagem629@gmail.com,Contact Center Services NC II,3,219,148
"SLDM COLLEGES OF QUEZON CITY, INC. ",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"B1 L1 Salvador Ave. cor., Quirino Highway, Jordan Plains Subd., Quezon City ",MELODY B. DIGAO,292-6536,sldmcollegesofqc2014@gmail.com,Contact Center Services NC II,2,106,140
"SOUTHERN LUZON TECHNOLOGICAL COLLEGE FOUNDATION, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"No. 28 San Lorenzo St., Brgy. Kapitolyo, Pasig City",ARRISH C. ALTAVANO,359-3913 / 636-7090,pasig@sltcfi.com,Contact Center Services NC II,3,183,337
SPRING LEAF (SL) TECHNICALS: TRAINING AND DEVELOPMENT CENTER INC.,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"15-17 Magdula Bldg, MacArthur Highway Marulas Valenzuela City",ROSE JASMIN R. KIM,966-9614,springleaftechnicals@yahoo.com,Contact Center Services NC II,1,81,81
"ST. MICHAEL ARCANGEL TECHNOLOGICAL INSTITUTE, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"30 M. Santos St., Santolan, Malabon City",VICTOR COLUMBUS C. CANTA,9278551680,smati.malabon@gmail.com,Contact Center Services NC II,0,0,24
TECHVOC SKILLS INC.,TVIs,National Capital Region (NCR),City of Manila,"Sampaloc, City of Manila","1789 Dimasalang Street, Sta. Cruz, Manila",Melody S. Cruz,712-2381/ 247-7651,techvoc_skills.incorporated@yahoo.com,Contact Center Services NC II,4,858,941
TESDA-NAVOTAAS TRAINING INSTITUTE,TTI (PTC),National Capital Region (NCR),CAMANAVA,Navotas City,"C3 Road, corner Virgo Drive, Brgy. NBBS Kaunlaran, Navotas City",PAUL JOHN P. RAMOS,(02)82827276,tnti@tesda.gov.ph,Contact Center Services NC II,1,158,136
"TRINITY POLYTECHNIC COLLEGE, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"Isagani Campo St., Bankers Village 2, Barangay 184, Caloocan City",ENGR. MARIZEN S. MANALO,85631125 / 09066928678,trinitycaloocantvimis@gmail.com,Contact Center Services NC II,1,25,0
"United Christian Academy College of Asia, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"17 Highlight St., Area 4 Fourth Estate Subd., Sucat, Parañaque City",Rev. Dr. James C. Sy,820-7764,ucaphil_college@yahoo.com,Contact Center Services NC II,1,155,256
WELEARN TRAINING AND ASSESSMENT CENTER FOR LIVELIHOOD DEVELOPMENT INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"31 Zabarte Road, Barangay Kaligayahan, Novaliches, Quezon City",TERESITA P. SANTIAGO,8788-7633,welearntrainingph@gmail.com,Contact Center Services NC II,2,382,417
"ACADEMY ASIA SCHOOL OF TECHNOLOGY AND THE ARTS, INC. ",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"2/F WRC Bldg. No. 47 Gil Fernando Midtown Subd., San Roque, Marikina City ",MR. JAIME G. DOLERA JR.,Tel. No. 234-0996,academy.asia@gmail.com,Cookery NC II,2,195,158
"ACADEMY FOR INTERNATIONAL CULINARY ARTS, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"Suite U-207 Skyway Twin Tower, 351 Henry P. Javier St., Brgy., Orando Pasig City ",Mr. Michael M. Tiaoqui ,671-0276 / 671-0277 loc. 110,registrar@aicaculinary.com,Cookery NC II,2,84,80
"ACCESS PASIG COMPUTER & TECHNICAL COLLEGES, INC. ",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"No.11 M.H. Del Pilar St., Brgy. San Nicolas, Pasig",DONA MARIE ANGELICA O. MARIANO,9088130738,pas@access.edu.ph,Cookery NC II,1,34,34
ALEANZA INSTITUTE ONE INC.,TVIs,National Capital Region (NCR),PASMAK,Makati City,"Unit 1, 2F Autometics Center Bldg., 2257 Don Chino Roces Ave. Extn. Magallanes, Makati City",ROBERTO LUIS PENGSON,9359400586,aleanza.institute@gmail.com,Cookery NC II,0,0,0
"Asia Source College of Arts and Technology, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"4/F Gate 3 Plaza, Lawton Avenue cor. Juliano Ave., AFPOVAI Phase lll, Western Bicutan, Taguig City",Dario S. Espineda,553-5202/869-8824,asiasource.academics@gmail.com,Cookery NC II,0,0,70
ASIA SOURCE ICOLLEGE INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"One Victoria Plaza, A. Mabini, Kapasigan, Pasig City",DARIO S. ESPINEDA,637-9895,asiasource.academics@gmail.com,Cookery NC II,1,25,25
"ASIANTOUCH INTERNATIONAL TRAINING INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"No. 14 N. Roxas St., San Roque, Marikina City",PRINCES A. PAMPLONA,961-7772 / 995-0996,asiantouchmarikina@gmail.com,Cookery NC II,2,209,109
Bernardo College,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"Bernardo College Compound, Pulanglupa I, Las Piñas City",Maria Jesusan- Bernardo Guinto,873-3330,bernardocollege@yahoo.com,Cookery NC II,0,0,50
CABALEN TRAINING INSTITUTE CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"54 J.P. Rizal St. Project 4, Quezon City",Lorena C. Salvador,(02) 911-1584 loc 12,cti@cabalen.ph,Cookery NC II,3,226,192
CENTER FOR ASIAN CULINARY STUDIES INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"175 Paterno Street, San Juan City",EUGENIO RAMON R. GONZALEZ,725-5089; 650-3282; 09773473277,cacschef@gmail.com,Cookery NC II,4,137,150
CHEF MARITIME MANAGEMENT SERVICES TRAINING AND ASSESSMENT CENTER CORP.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"2nd Floor Seagull Avenue cor. First Street, Barangay San Miguel, Taguig City",NELSON J. ALBANIEL,09458823769 / 09298084047,chefmaritime02taguigmain@gmail.com,Cookery NC II,2,112,111
