,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,AIOE,Complementarity,Classification,C-AIOE
409,Filipino Content Strategist,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
410,Filipino Language Educator,Education,Other Education,Higher Education,No,No,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
411,Filipino Sign Language Interpreter,Other Service Activities,"Other personal service activities, n.e.c.",Not Higher Education,No,No,1.0640015601650763,0.6288888888888889,Augmented,0.7654900113409855
412,Film and Video Editor,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,No,0.9134893505999866,0.5563888888888889,Displaced,0.7234328162668228
413,Finance Assistant (Cooperatives),Financial and Insurance Activities,"Other financial service activities, except insurance and pension funding activities",Higher Education,No,Yes,1.0204933974998105,0.5122222222222222,Displaced,0.8532458684651194
414,Finance Associate,Financial and Insurance Activities,"Other financial service activities, except insurance and pension funding activities",Higher Education,No,Yes,1.0204933974998105,0.5122222222222222,Displaced,0.8532458684651194
415,Financial Auditor,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,1.3620743346972182,0.4541666666666666,Displaced,1.2179214676084293
416,Finishing Mason,Construction,Construction of buildings,Not Higher Education,No,No,-0.9916104341060964,0.6286111111111111,Protected,-0.7136840652135822
417,First-Aider,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,-0.5134808423859277,0.5629166666666666,Isolated,-0.40329641162394747
418,Fish Finder Operator,Manufacturing,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",Not Higher Education,No,No,-1.0922437980466209,0.6663435374149659,Protected,-0.7448991249229175
419,Fish Packaging Worker,Manufacturing,"Processing and preserving of fish, crustaceans and mollusks",Not Higher Education,No,No,-0.7688751902862945,0.4733333333333334,Isolated,-0.6727657915005076
420,Fish Processing Technician,"Agriculture, Forestry, and Fishing",Aquaculture,Higher Education,Yes,No,-0.7688751902862945,0.4733333333333334,Isolated,-0.6727657915005076
421,Fish Quality Inspector,"Agriculture, Forestry, and Fishing",Fishing,Higher Education,Yes,No,0.1555959054689412,0.5997222222222222,Augmented,0.1164808236774435
422,Fishery Operations Assistant,"Agriculture, Forestry, and Fishing",Aquaculture,Higher Education,No,Yes,-1.1166346396376288,0.5847222222222223,Isolated,-0.8526746178788449
423,Fishnet Maker,"Agriculture, Forestry, and Fishing",Aquaculture,Not Higher Education,No,No,-0.8841484845166345,0.4858333333333333,Isolated,-0.7625780678955973
424,Fitness Instructor,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,No,-2.032514091161482,0.6602777777777779,Protected,-1.3984826121686085
425,Fitness Testing Technician,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
426,Fixed Wireless Broadband Installer,Information and Communication,Wireless telecommunications activities,Not Higher Education,No,No,-1.0922437980466209,0.6463888888888889,Protected,-0.7666944660177253
427,Flight Dispatch Officer,Transportation and Storage,"Passenger air transport, Freight air transport",Higher Education,No,No,1.1679053146236258,0.6255555555555555,Augmented,0.8441360079585207
428,Flight Engineers,Transportation and Storage,Support activities for transportation,Higher Education,No,No,-0.2057925090763235,0.7225,Protected,-0.1287918119302658
429,Flight Operations Assistant,Transportation and Storage,"Passenger air transport, Freight air transport",Higher Education,No,Yes,-0.6954195207175982,0.6955555555555555,Protected,-0.4539544093573211
430,Florist,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,-0.6074750429114406,0.4725,Isolated,-0.5320468917499368
431,Food and Beverage Attendant,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,Yes,-0.7755887983642628,0.5930555555555556,Isolated,-0.5857849840978974
432,Food Processing Worker,Manufacturing,Manufacture of other food products,Not Higher Education,No,No,-0.7688751902862945,0.4733333333333334,Isolated,-0.6727657915005076
433,Food Product Developer,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,-0.1489164181781776,0.57,Isolated,-0.11590661214868159
434,Food Safety Auditor,Manufacturing,Manufacture of other food products,Higher Education,Yes,No,0.1292963535410174,0.6092460317460319,Augmented,0.09556129304370829
435,Food Safety Officer,Accommodation and Food Service Activities,Event catering and other food service activities,Higher Education,No,No,0.195081275698469,0.6889814814814814,Augmented,0.12862720039340722
436,Food Service Worker,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,-1.826941747515469,0.495,Isolated,-1.5589902912132003
437,Food Technologist,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,Yes,No,0.8006554663832743,0.706111111111111,Augmented,0.5141987328550363
438,Foreign Affairs Researcher,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,1.369842507381068,0.6147222222222223,Augmented,1.0049316838870557
439,Foreign Language Teacher (Arabic),Education,Other education services,Higher Education,Yes,No,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
440,Foreign Policy Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,Yes,1.4540568100648037,0.605625,Augmented,1.0799401099752137
441,Forensic Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,1.3620743346972182,0.4541666666666666,Displaced,1.2179214676084293
442,Forensic Lab Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
443,Forensic Laboratory Analyst,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,No,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
444,Forestry Extension Assistant,"Agriculture, Forestry, and Fishing",Silviculture and other forestry activities,Higher Education,Yes,No,0.8006554663832743,0.706111111111111,Augmented,0.5141987328550363
445,Forging Machine Operator,Manufacturing,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,-0.8341351787751918,0.5330229377104376,Isolated,-0.6800790826101766
446,Forklift Drivers,Transportation and Storage,Other land transport,Not Higher Education,No,No,-1.298820999584999,0.6272222222222222,Protected,-0.9365942541451827
447,Forklift Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,-1.298820999584999,0.6272222222222222,Protected,-0.9365942541451827
448,Formworks Crew,Construction,Construction of buildings,Not Higher Education,No,No,-1.15238606969144,0.6467751736111111,Protected,-0.8084658503422513
449,Foundry Melter,Manufacturing,Casting of metals,Not Higher Education,No,No,-1.0588021445746334,0.4891666666666667,Isolated,-0.9096875092137058
450,Foundry Molder,Manufacturing,Casting of metals,Not Higher Education,No,No,-1.1541431770984385,0.5399999999999999,Isolated,-0.9329324014879046
451,Foundry Patternmaker,Manufacturing,Casting of metals,Not Higher Education,No,No,-0.7322789568903688,0.5347222222222222,Isolated,-0.5957902957588584
452,Freight and Furniture Handlers,Transportation and Storage,Freight air transport,Not Higher Education,No,No,-1.394520359139548,0.6941666666666667,Protected,-0.912248734937121
453,Front End Game Developer,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
454,Front Office Agent,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,1.0117367283079466,0.4713888888888888,Displaced,0.8872369031300521
455,Front-End Developer,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
456,Front-End Web Developer,Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
457,Furniture Maker Finisher,Manufacturing,Manufacture of furniture,Not Higher Education,No,No,-0.8341351787751918,0.5330229377104376,Isolated,-0.6800790826101766
458,Game Designer,Information and Communication,Other information service activities,Higher Education,No,No,0.733024170282144,0.563888888888889,Displaced,0.5750167380213262
459,Game Programmer,Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,0.733024170282144,0.563888888888889,Displaced,0.5750167380213262
460,Garment Technician,Manufacturing,"Manufacture of wearing apparel, except fur apparel",Higher Education,No,Yes,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
461,Gas Welder (Oxy-Acetylene),Construction,Other specialized construction activities,Not Higher Education,No,No,-0.9644465077543026,0.5352777777777777,Isolated,-0.78414859116579
462,Genealogist,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,1.3409751077112817,0.5886111111111111,Displaced,1.0187685887750988
463,General Subject Basic Education Teacher,Education,Primary/elementary education,Higher Education,Yes,No,1.1884950168906403,0.7011111111111111,Augmented,0.7692203859319978
464,General Subject High School Teacher,Education,Secondary/high school education,Higher Education,Yes,No,1.1884950168906403,0.7011111111111111,Augmented,0.7692203859319978
465,Generator Set Tenders,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,-0.6745700212605167,0.6387037037037038,Protected,-0.47869487434635183
466,Geothermal Plant Technician,"Electricity, Gas, Steam and Air Conditioning Supply",Manufacture of gas; distribution of gaseous fuels through mains,Higher Education,No,Yes,0.6232162857528429,0.6447222222222222,Augmented,0.4385019032810976
