IDENTIFIER,REGION,SECTOR,SUBSECTOR,JOB REQUIREMENT,PROGRAM,TYPE,TASK + UC
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION
NON PERENNIAL CROP
PERENNIAL CROP
PLANT PROPAGATION
ANIMAL AND LIVESTOCK
ANIMAL PRODUCTION
SUPPORT SERVICES
AGRICULTURAL SERVICES
SUPPORT AGRICULTURAL SERVICES
FORESTRY AND LOGGING
SILVICULTURE AND OTHER ACTIVITIES
LOGGING
GATHER NON-WOOD FOREST PRODUCTS
SUPPORT SERVICES FOR FORESTRY AND LOGGING
FOREST INVENTORIES
FOREST MANAGEMENT CONSULTING SERVICES
TIMBER EVALUATION
FOREST FIRE FIGHTING AND PROTECTION
FOREST PEST CONTROL
TRANSPORT LOGS WITHIN THE FOREST|PLANT GENETICIST
PLANT BREEDER
RESEARCH/LABORATORY TECHNICIAN
PLANT PATHOLOGIST
MOLECULAR BIOLOGIST
BIOTECHNOLOGIST
FARM TECHNICIAN|DIPLOMA PROGRAM IN IN AGRICULTURAL AND BIOSYSTEMS ENGINEERING TECHNOLOGY|Diploma Programs|TASK 1: STUDY PLANT DNA TO IMPROVE CHARACTERISTICS LIKE SIZE, DISEASE RESISTANCE, AND NUTRITIONAL VALUE, ULTIMATELY AIMING TO DEVELOP NEW PLANT VARIETIES OR IMPROVE EXISTING ONES FOR AGRICULTURAL AND RESEARCH PURPOSES. 
TASK 2: MANIPULATE PLANT QUALITIES TO CREATE NEW VARIETIES WITH DESIRED CHARACTERISTICS, FOCUSING ON IMPROVING TRAITS LIKE YIELD, NUTRITION, AND DISEASE RESISTANCE. 
TASK 3: DIAGNOSES, ADJUSTS, REPAIRS, OR OVERHAULS FARM MACHINERY AND VEHICLES, SUCH AS TRACTORS, HARVESTERS, DAIRY EQUIPMENT, AND IRRIGATION SYSTEMS. FARM TECHNICIANS EVALUATE AND REVIEW PRODUCTION PERFORMANCE WITH PARTNERS AND COME UP WITH ACTION PLANS FOR IMPROVEMENT. 
TASK 4: SUPPORTS AND PERFORMS THE DAILY CARE OF THE LIVESTOCK AND EQUINE; PROVIDES WORK DIRECTION TO STUDENT ASSISTANTS AND SHORT-TERM NON-CONTINUING EMPLOYEES; PROVIDES TECHNICAL ASSISTANCE WITH LIVESTOCK TO EQUINE FACULTY AND STUDENTS; AND MAINTAINS AND REPAIRS LIVESTOCK AND EQUINE EQUIPMENT.",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,"CROP PRODUCTION
NON PERENNIAL CROP
PERENNIAL CROP
PLANT PROPAGATION
ANIMAL AND LIVESTOCK
ANIMAL PRODUCTION
SUPPORT SERVICES
AGRICULTURAL SERVICES
SUPPORT AGRICULTURAL SERVICES
FORESTRY AND LOGGING
SILVICULTURE AND OTHER ACTIVITIES
LOGGING
GATHER NON-WOOD FOREST PRODUCTS
SUPPORT SERVICES FOR FORESTRY AND LOGGING
FOREST INVENTORIES
FOREST MANAGEMENT CONSULTING SERVICES
TIMBER EVALUATION
FOREST FIRE FIGHTING AND PROTECTION
FOREST PEST CONTROL
TRANSPORT LOGS WITHIN THE FOREST","PLANT GENETICIST
PLANT BREEDER
RESEARCH/LABORATORY TECHNICIAN
PLANT PATHOLOGIST
MOLECULAR BIOLOGIST
BIOTECHNOLOGIST
FARM TECHNICIAN",DIPLOMA PROGRAM IN IN AGRICULTURAL AND BIOSYSTEMS ENGINEERING TECHNOLOGY,Diploma Programs,"TASK 1: STUDY PLANT DNA TO IMPROVE CHARACTERISTICS LIKE SIZE, DISEASE RESISTANCE, AND NUTRITIONAL VALUE, ULTIMATELY AIMING TO DEVELOP NEW PLANT VARIETIES OR IMPROVE EXISTING ONES FOR AGRICULTURAL AND RESEARCH PURPOSES. 
TASK 2: MANIPULATE PLANT QUALITIES TO CREATE NEW VARIETIES WITH DESIRED CHARACTERISTICS, FOCUSING ON IMPROVING TRAITS LIKE YIELD, NUTRITION, AND DISEASE RESISTANCE. 
TASK 3: DIAGNOSES, ADJUSTS, REPAIRS, OR OVERHAULS FARM MACHINERY AND VEHICLES, SUCH AS TRACTORS, HARVESTERS, DAIRY EQUIPMENT, AND IRRIGATION SYSTEMS. FARM TECHNICIANS EVALUATE AND REVIEW PRODUCTION PERFORMANCE WITH PARTNERS AND COME UP WITH ACTION PLANS FOR IMPROVEMENT. 
TASK 4: SUPPORTS AND PERFORMS THE DAILY CARE OF THE LIVESTOCK AND EQUINE; PROVIDES WORK DIRECTION TO STUDENT ASSISTANTS AND SHORT-TERM NON-CONTINUING EMPLOYEES; PROVIDES TECHNICAL ASSISTANCE WITH LIVESTOCK TO EQUINE FACULTY AND STUDENTS; AND MAINTAINS AND REPAIRS LIVESTOCK AND EQUINE EQUIPMENT."
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|ANIMAL PRODUCTION|RABBIT RAISER|RABBIT RAISER|New and Emerging|FEED RABBITS
MANAGE BREEDING
MONITOR THE HEALTH AND BEHAVIOR",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,ANIMAL PRODUCTION,RABBIT RAISER,RABBIT RAISER,New and Emerging,"FEED RABBITS
MANAGE BREEDING
MONITOR THE HEALTH AND BEHAVIOR"
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|ANIMAL PRODUCTION|SWINE RAISER|ANIMAL PRODUCTION (SWINE) NC II|With TR|RAISE SWINE FROM BIRTH TO FINISHER
HANDLE BREEDERS
HANDLE FARROWING SOWS AND SUCKLINGS
RAISE WEANLINGS
PRODUCE FINISHERS
MAINTAIN HEALTHY ANIMAL ENVIRONMENT
APPLY BIO-SECURITY MEASURES",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,ANIMAL PRODUCTION,SWINE RAISER,ANIMAL PRODUCTION (SWINE) NC II,With TR,"RAISE SWINE FROM BIRTH TO FINISHER
HANDLE BREEDERS
HANDLE FARROWING SOWS AND SUCKLINGS
RAISE WEANLINGS
PRODUCE FINISHERS
MAINTAIN HEALTHY ANIMAL ENVIRONMENT
APPLY BIO-SECURITY MEASURES"
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|BAMBOO FARM WORKER|BAMBOO PRODUCTION NC II|With TR|PLANT BAMBOO SEEDLINGS
PERFORM MAINTENANCE OF BAMBOO FARM
GENERAL FARM SUPPORT
OPERATE BAMBOO NURSERY
ESTABLISH BAMBOO FARM
CONDUCT BAMBOO CLUMP REHABILITATION
CONDUCT HARVESTING AND POST-HARVESTING OPERATIONSSUPERVISE BIOGAS PLANT CONSTRUCTION
LEAD BIOGAS PLANT SITE PREPARATION
LEAD INSTALLATION OF BIOGAS CONVEYANCE SYSTEM",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,BAMBOO FARM WORKER,BAMBOO PRODUCTION NC II,With TR,"PLANT BAMBOO SEEDLINGS
PERFORM MAINTENANCE OF BAMBOO FARM
GENERAL FARM SUPPORT
OPERATE BAMBOO NURSERY
ESTABLISH BAMBOO FARM
CONDUCT BAMBOO CLUMP REHABILITATION
CONDUCT HARVESTING AND POST-HARVESTING OPERATIONSSUPERVISE BIOGAS PLANT CONSTRUCTION
LEAD BIOGAS PLANT SITE PREPARATION
LEAD INSTALLATION OF BIOGAS CONVEYANCE SYSTEM"
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|AGRICULTURAL SERVICES|BAMBOO GROWER|BAMBOO PRODUCTION NC II|With TR|PERFORM NURSERY OPERATION
COLLECT PROPAGULES
BAMBOO CULTIVIATION
CARE AND MAINTAIN
HARVESTING",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,AGRICULTURAL SERVICES,BAMBOO GROWER,BAMBOO PRODUCTION NC II,With TR,"PERFORM NURSERY OPERATION
COLLECT PROPAGULES
BAMBOO CULTIVIATION
CARE AND MAINTAIN
HARVESTING"
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM TECHNCIAN|COFFEE PRODUCTION LEVEL II|With CS|PERFORM NURSERY OPERATION
LAND PREPARATION
POST HARVEST MANAGEMENT",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,FARM TECHNCIAN,COFFEE PRODUCTION LEVEL II,With CS,"PERFORM NURSERY OPERATION
LAND PREPARATION
POST HARVEST MANAGEMENT"
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|FISHERMAN|FISH CAPTURE NC II|With TR|MAINTAIN FISHING VESSEL
PERFORM FISHING TASKS

MAINTAIN, PREPARE, DEPLOY AND RETRIEVE POTS AND TRAPS TO LAND CATCH
ADJUST AND POSITION POTS AND TRAPS
MAINTAIN, PREPARE, DEPLOY AND RETRIEVE HAND OPERATED LINES TO LAND CATCH
ADJUST AND POSITION HAND OPERATED LINES
MAINTAIN, PREPARE, DEPLOY AND RETRIEVE BEACH SEINES, MESH NETS OR GILL NETS TO LAND CATCH
ADJUST AND POSITION BEACH SEINES, MESH NETS OR GILL NETS
APPLY BASIC FOOD HANDLING AND SAFETY PRACTICES
CONTRIBUTE TO SAFE NAVIGATION
APPLY WEATHER INFORMATION WHEN NAVIGATING A VESSEL
OPERATE AND TROUBLESHOOT LOW POWERED MARINE ENGINES
PERFORM ROUTINE MAINTENANCE TASKS ON A SMALL COASTAL VESSEL
MONITOR CONDITION AND SEAWORTHINESS OF A VESSEL
OPERATE A VESSEL OF UP TO 3.0 GT
OPERATE AND MAINTAIN MARINE OUTBOARD MOTORS
TRANSMIT AND RECEIVE INFORMATION BY MARINE RADIO OR TELEPHONE
APPLY BASIC FIRST AID
MONITOR AND RECORD FISHING OPERATIONS
CONDUCT FIELD OBSERVATIONS
WORK WITH TEMPERATURE CONTROLLED STOCK
MAINTAIN THE TEMPERATURE OF SEAFOOD
SHIFT A LOAD USING MANUALLY-OPERATED EQUIPMENT
ASSEMBLE AND LOAD REFRIGERATED PRODUCT
PERFORM BREATH HOLD DIVING OPERATIONS
KEEP RECORD FOR A MUNICIPAL FISHING BUSINESS
IMPLEMENT THE FOOD SAFETY PROGRAM AND PROCEDURES
ASSEMBLE AND REPAIR DAMAGED NETTING
LOAD AND UNLOAD GOODS / CARGO",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,FISHERMAN,FISH CAPTURE NC II,With TR,"MAINTAIN FISHING VESSEL
PERFORM FISHING TASKS

MAINTAIN, PREPARE, DEPLOY AND RETRIEVE POTS AND TRAPS TO LAND CATCH
ADJUST AND POSITION POTS AND TRAPS
MAINTAIN, PREPARE, DEPLOY AND RETRIEVE HAND OPERATED LINES TO LAND CATCH
ADJUST AND POSITION HAND OPERATED LINES
MAINTAIN, PREPARE, DEPLOY AND RETRIEVE BEACH SEINES, MESH NETS OR GILL NETS TO LAND CATCH
ADJUST AND POSITION BEACH SEINES, MESH NETS OR GILL NETS
APPLY BASIC FOOD HANDLING AND SAFETY PRACTICES
CONTRIBUTE TO SAFE NAVIGATION
APPLY WEATHER INFORMATION WHEN NAVIGATING A VESSEL
OPERATE AND TROUBLESHOOT LOW POWERED MARINE ENGINES
PERFORM ROUTINE MAINTENANCE TASKS ON A SMALL COASTAL VESSEL
MONITOR CONDITION AND SEAWORTHINESS OF A VESSEL
OPERATE A VESSEL OF UP TO 3.0 GT
OPERATE AND MAINTAIN MARINE OUTBOARD MOTORS
TRANSMIT AND RECEIVE INFORMATION BY MARINE RADIO OR TELEPHONE
APPLY BASIC FIRST AID
MONITOR AND RECORD FISHING OPERATIONS
CONDUCT FIELD OBSERVATIONS
WORK WITH TEMPERATURE CONTROLLED STOCK
MAINTAIN THE TEMPERATURE OF SEAFOOD
SHIFT A LOAD USING MANUALLY-OPERATED EQUIPMENT
ASSEMBLE AND LOAD REFRIGERATED PRODUCT
PERFORM BREATH HOLD DIVING OPERATIONS
KEEP RECORD FOR A MUNICIPAL FISHING BUSINESS
IMPLEMENT THE FOOD SAFETY PROGRAM AND PROCEDURES
ASSEMBLE AND REPAIR DAMAGED NETTING
LOAD AND UNLOAD GOODS / CARGO"
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|FISHING GEAR TECHNICIAN|FISHING GEAR REPAIR AND MAINTENANCE NC III|With TR|MAINTAIN AND REPAIR VARIOUS TYPE OF FISHING GEAR
NET MENDING",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,FISHING GEAR TECHNICIAN,FISHING GEAR REPAIR AND MAINTENANCE NC III,With TR,"MAINTAIN AND REPAIR VARIOUS TYPE OF FISHING GEAR
NET MENDING"
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|AGRICULTURAL SERVICES|SMART IRRIGATORS|SMART IRRIGATORS|New and Emerging|INSTALL SMART IRRIGATION CONTOLLERS, TIMERS AND SENSORS
PROGRAM AND CONFIGURE IRRIGATION CONTROLS
IDENTIFY AND REPAIR ISSUES
ENSURE ALL INSTALLATIONS COMPLY WITH THE RIHGULATIONS",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,AGRICULTURAL SERVICES,SMART IRRIGATORS,SMART IRRIGATORS,New and Emerging,"INSTALL SMART IRRIGATION CONTOLLERS, TIMERS AND SENSORS
PROGRAM AND CONFIGURE IRRIGATION CONTROLS
IDENTIFY AND REPAIR ISSUES
ENSURE ALL INSTALLATIONS COMPLY WITH THE RIHGULATIONS"
"REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|DESIGN AND DEVELOPMENT|AUTOMOTIVE PAINTER (SINGLE STAGE PAINTING)|AUTOMOTIVE BODY PAINTING/FINISHING NC III|With TR|PERFORM PEARL COLOR MATCHING
SPRAY THREE-STAGE PEARL OR MICA COLOR PAINT",REGION_VII,AUTOMOTIVE AND LAND TRANSPORTATION,DESIGN AND DEVELOPMENT,AUTOMOTIVE PAINTER (SINGLE STAGE PAINTING),AUTOMOTIVE BODY PAINTING/FINISHING NC III,With TR,"PERFORM PEARL COLOR MATCHING
SPRAY THREE-STAGE PEARL OR MICA COLOR PAINT"
"REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AND LAND TRANSPORTATION|AUTO BODY REPAIR TECHNICIAN|AUTOMOTIVE SERVICING (CHASSIS REPAIR) NC II|With TR|REPAIRING DAMAGE TO THE BODY OF THE VEHICLE AND WASHING AND PAINTING THE VEHICLE’S EXTERIOR.
PREPARES VEHICLES FOR BODY REPAIR WORK.",REGION_VII,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AND LAND TRANSPORTATION,AUTO BODY REPAIR TECHNICIAN,AUTOMOTIVE SERVICING (CHASSIS REPAIR) NC II,With TR,"REPAIRING DAMAGE TO THE BODY OF THE VEHICLE AND WASHING AND PAINTING THE VEHICLE’S EXTERIOR.
PREPARES VEHICLES FOR BODY REPAIR WORK."
"REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|AFTERSALES & SERVICE (MAINTENANCE)|AUTO ELECTRICIAN|AUTOMOTIVE SERVICING (ELECTRICAL REPAIR) NC II|With TR|DIAGNOSE AND REPAIR ELECTRICAL FAULTS AND ISSUES IN VEHICLES
INSTALL, MAINTAIN, AND REPAIR ELECTRICAL COMPONENTS SUCH AS BATTERIES, ALTERNATORS, STARTERS, AND LIGHTING SYSTEMS
PERFORM ELECTRICAL SYSTEM TESTING AND TROUBLESHOOTING
ADVISE CUSTOMERS ON NECESSARY REPAIRS AND MAINTENANCE
COMPLY WITH ALL RELEVANT SAFETY STANDARDS AND REGULATIONS
MAINTAIN DETAILED RECORDS OF WORK COMPLETED
ASSIST WITH THE MAINTENANCE AND UPKEEP OF THE WORKSHOP AND TOOLS",REGION_VII,AUTOMOTIVE AND LAND TRANSPORTATION,AFTERSALES & SERVICE (MAINTENANCE),AUTO ELECTRICIAN,AUTOMOTIVE SERVICING (ELECTRICAL REPAIR) NC II,With TR,"DIAGNOSE AND REPAIR ELECTRICAL FAULTS AND ISSUES IN VEHICLES
INSTALL, MAINTAIN, AND REPAIR ELECTRICAL COMPONENTS SUCH AS BATTERIES, ALTERNATORS, STARTERS, AND LIGHTING SYSTEMS
PERFORM ELECTRICAL SYSTEM TESTING AND TROUBLESHOOTING
ADVISE CUSTOMERS ON NECESSARY REPAIRS AND MAINTENANCE
COMPLY WITH ALL RELEVANT SAFETY STANDARDS AND REGULATIONS
MAINTAIN DETAILED RECORDS OF WORK COMPLETED
ASSIST WITH THE MAINTENANCE AND UPKEEP OF THE WORKSHOP AND TOOLS"
"REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AIRCON TECHNICIAN|AUTOMOTIVE SERVICING NC III|With TR|INSTALLS AND REPAIRS AUTOMOTIVE AIR-CONDITIONING UNITS: BOLTS COMPRESSOR TO ENGINE BLOCK AND INSTALLS DRIVING PULLEY ON FRONT END OF CRANKSHAFT.
PLACES FAN BELT ON PULLEYS, ADJUSTS TENSION, AND TIGHTENS BOLTS.
BOLTS EVAPORATOR UNIT UNDER DASHBOARD OR IN TRUNK.
WELDS OR BOLTS MOUNTING BRACKETS TO AUTOMOBILE FRAME.
DRILLS HOLES THROUGH INTERIOR PANELS, THREADS HOSES THROUGH HOLES AND CONNECTS HOSES TO COMPRESSOR, EVAPORATOR, AND COOL-AIR OUTLET.
FILLS COMPRESSOR WITH REFRIGERANT AND STARTS UNIT.
MEASURES COMPRESSOR PRESSURE TO DETERMINE EFFICIENCY OF COMPRESSOR, USING GAUGE.
REMOVES FAULTY UNITS FROM VEHICLES, DISASSEMBLES THEM, AND REPLACES WORN AND BROKEN PARTS AND FLUID IN UNIT.
MAKES ELECTRICAL CONNECTIONS AS REQUIRED.
MAY SPECIALIZE IN INSTALLATION OF AUTOMOTIVE AIR-CONDITIONING UNITS AND BE DESIGNATED AUTOMOTIVE AIR-CONDITIONER INSTALLER.

TEST AND REPAIR ELECTRICAL SECURITY SYSTEM/ COMPONENTS
SERVICE ELECTRONIC ENGINE MANAGEMENT
OVERHAUL ENGINES AND ASSOCIATED COMPONENTS
SERVICE AUTOMATIC TRANSMISSION
PERFORM MAINTENANCE SERVICE CHECK-UP AND REPAIR TO AUTO AC SYSTEM
REMOVE AND REPLACE AUTOMOTIVE ENGINE AND ENGINE-RELATED SYSTEMS
SERVICE AND REPAIR ELECTRONICALLY CONTROLLED STEERING SYSTEMS
SERVICE AND REPAIR ELECTRONICALLY CONTROLLED SUSPENSION SYSTEMS
REPAIR INSTRUMENTS AND WARNING SYSTEMS
CARRY OUT DIAGNOSTIC PROCEDURES
SERVICE LPG SYSTEM
INSTALL LPG CONVERSION KIT
TEST AND ADJUST LPG CALIBRATION",REGION_VII,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AIRCON TECHNICIAN,AUTOMOTIVE SERVICING NC III,With TR,"INSTALLS AND REPAIRS AUTOMOTIVE AIR-CONDITIONING UNITS: BOLTS COMPRESSOR TO ENGINE BLOCK AND INSTALLS DRIVING PULLEY ON FRONT END OF CRANKSHAFT.
PLACES FAN BELT ON PULLEYS, ADJUSTS TENSION, AND TIGHTENS BOLTS.
BOLTS EVAPORATOR UNIT UNDER DASHBOARD OR IN TRUNK.
WELDS OR BOLTS MOUNTING BRACKETS TO AUTOMOBILE FRAME.
DRILLS HOLES THROUGH INTERIOR PANELS, THREADS HOSES THROUGH HOLES AND CONNECTS HOSES TO COMPRESSOR, EVAPORATOR, AND COOL-AIR OUTLET.
FILLS COMPRESSOR WITH REFRIGERANT AND STARTS UNIT.
MEASURES COMPRESSOR PRESSURE TO DETERMINE EFFICIENCY OF COMPRESSOR, USING GAUGE.
REMOVES FAULTY UNITS FROM VEHICLES, DISASSEMBLES THEM, AND REPLACES WORN AND BROKEN PARTS AND FLUID IN UNIT.
MAKES ELECTRICAL CONNECTIONS AS REQUIRED.
MAY SPECIALIZE IN INSTALLATION OF AUTOMOTIVE AIR-CONDITIONING UNITS AND BE DESIGNATED AUTOMOTIVE AIR-CONDITIONER INSTALLER.

TEST AND REPAIR ELECTRICAL SECURITY SYSTEM/ COMPONENTS
SERVICE ELECTRONIC ENGINE MANAGEMENT
OVERHAUL ENGINES AND ASSOCIATED COMPONENTS
SERVICE AUTOMATIC TRANSMISSION
PERFORM MAINTENANCE SERVICE CHECK-UP AND REPAIR TO AUTO AC SYSTEM
REMOVE AND REPLACE AUTOMOTIVE ENGINE AND ENGINE-RELATED SYSTEMS
SERVICE AND REPAIR ELECTRONICALLY CONTROLLED STEERING SYSTEMS
SERVICE AND REPAIR ELECTRONICALLY CONTROLLED SUSPENSION SYSTEMS
REPAIR INSTRUMENTS AND WARNING SYSTEMS
CARRY OUT DIAGNOSTIC PROCEDURES
SERVICE LPG SYSTEM
INSTALL LPG CONVERSION KIT
TEST AND ADJUST LPG CALIBRATION"
"REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE ELECTRICIAN|AUTOMOTIVE ELECTRICAL ASSEMBLY NC III|With TR|INSTALLING NEW VEHICLE WIRING SYSTEMS.
INSTALLING AND TROUBLESHOOTING IMMOBILIZER AND ALARM SYSTEMS.
GATHERING INFORMATION FROM CUSTOMERS ABOUT ISSUES WITH THEIR ELECTRICAL SYSTEM.
DIAGNOSING ELECTRICAL ISSUES AND PROPOSING A COURSE OF ACTION.
REPAIRING AND REPLACING FAULTY WIRING OR ELECTRICAL SYSTEMS.
SERVICING OF ELECTRICAL AUTOMOTIVE PARTS.
SERVICING AND REPAIRING ELECTRICAL SYSTEMS.

TEST AND REPAIR ELECTRICAL SECURITY SYSTEM/ COMPONENTS
SERVICE ELECTRONIC ENGINE MANAGEMENT
OVERHAUL ENGINES AND ASSOCIATED COMPONENTS
SERVICE AUTOMATIC TRANSMISSION
PERFORM MAINTENANCE SERVICE CHECK-UP AND REPAIR TO AUTO AC SYSTEM
REMOVE AND REPLACE AUTOMOTIVE ENGINE AND ENGINE-RELATED SYSTEMS
SERVICE AND REPAIR ELECTRONICALLY CONTROLLED STEERING SYSTEMS
SERVICE AND REPAIR ELECTRONICALLY CONTROLLED SUSPENSION SYSTEMS
REPAIR INSTRUMENTS AND WARNING SYSTEMS
CARRY OUT DIAGNOSTIC PROCEDURES
SERVICE LPG SYSTEM
INSTALL LPG CONVERSION KIT
TEST AND ADJUST LPG CALIBRATIONCARRY OUT INSPECTION OF ELECTRIC VEHICLES (EVS) FOR FLEET OPERATIONS
SERVICE BATTERY ELECTRIC VEHICLE (BEV) MECHANICAL SYSTEM AND COMPONENTS
SERVICE BATTERY ELECTRIC VEHICLE (BEV) ELECTRICAL SYSTEM AND COMPONENTS",REGION_VII,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE ELECTRICIAN,AUTOMOTIVE ELECTRICAL ASSEMBLY NC III,With TR,"INSTALLING NEW VEHICLE WIRING SYSTEMS.
INSTALLING AND TROUBLESHOOTING IMMOBILIZER AND ALARM SYSTEMS.
GATHERING INFORMATION FROM CUSTOMERS ABOUT ISSUES WITH THEIR ELECTRICAL SYSTEM.
DIAGNOSING ELECTRICAL ISSUES AND PROPOSING A COURSE OF ACTION.
REPAIRING AND REPLACING FAULTY WIRING OR ELECTRICAL SYSTEMS.
SERVICING OF ELECTRICAL AUTOMOTIVE PARTS.
SERVICING AND REPAIRING ELECTRICAL SYSTEMS.

TEST AND REPAIR ELECTRICAL SECURITY SYSTEM/ COMPONENTS
SERVICE ELECTRONIC ENGINE MANAGEMENT
OVERHAUL ENGINES AND ASSOCIATED COMPONENTS
SERVICE AUTOMATIC TRANSMISSION
PERFORM MAINTENANCE SERVICE CHECK-UP AND REPAIR TO AUTO AC SYSTEM
REMOVE AND REPLACE AUTOMOTIVE ENGINE AND ENGINE-RELATED SYSTEMS
SERVICE AND REPAIR ELECTRONICALLY CONTROLLED STEERING SYSTEMS
SERVICE AND REPAIR ELECTRONICALLY CONTROLLED SUSPENSION SYSTEMS
REPAIR INSTRUMENTS AND WARNING SYSTEMS
CARRY OUT DIAGNOSTIC PROCEDURES
SERVICE LPG SYSTEM
INSTALL LPG CONVERSION KIT
TEST AND ADJUST LPG CALIBRATIONCARRY OUT INSPECTION OF ELECTRIC VEHICLES (EVS) FOR FLEET OPERATIONS
SERVICE BATTERY ELECTRIC VEHICLE (BEV) MECHANICAL SYSTEM AND COMPONENTS
SERVICE BATTERY ELECTRIC VEHICLE (BEV) ELECTRICAL SYSTEM AND COMPONENTS"
