,,,,,,,,,,,,,,,,,,
"Importing 1
(Identifier from Pooling)
[Region|Province|Sector|Sub|Job|Program|Type|Rank]",Region,Province,Sector,Sub-sector,Job Requirement,Programs,"Program
Type","Priority
Ranking
(Province)",,Year 2,,,,,Year 3,,,
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|MACHINIST|MACHINING NC II|WITH TR|MEDIUM,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,MACHINIST,MACHINING NC II,WITH TR,MEDIUM,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|MILLWRIGHT FITTER|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|HIGH,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,MILLWRIGHT FITTER,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|MILLWRIGHT|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|LOW,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,MILLWRIGHT,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|PIPE FITTER|PIPEFITTING (METALLIC) NC II|WITH TR|HIGH,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,PIPE FITTER,PIPEFITTING (METALLIC) NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|PIPE FITTER|PIPEFITTING (METALLIC) NC II|WITH TR|LOW,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,PIPE FITTER,PIPEFITTING (METALLIC) NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|PIPE WELDER (FCAW)|FLUX-CORED ARC WELDING (FCAW) NC II|WITH TR|HIGH,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,PIPE WELDER (FCAW),FLUX-CORED ARC WELDING (FCAW) NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|PIPE WELDER (GMAW)|GAS METAL ARC WELDING (GMAW) NC II|WITH TR|LOW,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,PIPE WELDER (GMAW),GAS METAL ARC WELDING (GMAW) NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|PIPE WELDER (SAW)|SUBMERGED ARC WELDING (SAW) NC II|WITH TR|LOW,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,PIPE WELDER (SAW),SUBMERGED ARC WELDING (SAW) NC II,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|PLATE WELDER (FCAW)|FLUX-CORED ARC WELDING (FCAW) NC I|WITH TR|LOW,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,PLATE WELDER (FCAW),FLUX-CORED ARC WELDING (FCAW) NC I,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|PLATE WELDER (GMAW)|GAS METAL ARC WELDING (GMAW) NC I|WITH TR|LOW,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,PLATE WELDER (GMAW),GAS METAL ARC WELDING (GMAW) NC I,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|PLATE WELDER (SAW)|SUBMERGED ARC WELDING (SAW) NC I|WITH TR|LOW,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,PLATE WELDER (SAW),SUBMERGED ARC WELDING (SAW) NC I,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|PRECISION GRINDING MACHINE OPERATOR|MACHINING NC III|WITH TR|MEDIUM,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,PRECISION GRINDING MACHINE OPERATOR,MACHINING NC III,WITH TR,MEDIUM,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|WELDER|MANUAL METAL ARC WELDING (MMAW) NC II|WITH TR|LOW,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,WELDER,MANUAL METAL ARC WELDING (MMAW) NC II,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|METALS AND ENGINEERING|WELDERS (SMAW)|MANUAL METAL ARC WELDING (MMAW) NC II|WITH TR|MEDIUM,REGION_VII,CEBU,MANUFACTURING,METALS AND ENGINEERING,WELDERS (SMAW),MANUAL METAL ARC WELDING (MMAW) NC II,WITH TR,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|PROCESSED FOOD AND BEVERAGES|BAKER|FOOD PRODUCTION (BREAD AND PATISSERIE) NC II|WITH TR|HIGH,REGION_VII,CEBU,MANUFACTURING,PROCESSED FOOD AND BEVERAGES,BAKER,FOOD PRODUCTION (BREAD AND PATISSERIE) NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|MANUFACTURING|PROCESSED FOOD AND BEVERAGES|CACAO PROCESSING TECHNICIAN|NO CORRESPONDING TVET PROGRAM|WITH CS|LOW,REGION_VII,CEBU,MANUFACTURING,PROCESSED FOOD AND BEVERAGES,CACAO PROCESSING TECHNICIAN,NO CORRESPONDING TVET PROGRAM,WITH CS,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|PROCESSED FOOD AND BEVERAGES|CULINARY|COOKERY NC II|WITH TR|LOW,REGION_VII,CEBU,MANUFACTURING,PROCESSED FOOD AND BEVERAGES,CULINARY,COOKERY NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|MANUFACTURING|PROCESSED FOOD AND BEVERAGES|FURNITURE CARPENTER|CARPENTRY NC III|WITH TR|LOW,REGION_VII,CEBU,MANUFACTURING,PROCESSED FOOD AND BEVERAGES,FURNITURE CARPENTER,CARPENTRY NC III,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|MANUFACTURING|PROCESSED FOOD AND BEVERAGES|KITCHEN SUPERVISOR|FOOD PRODUCTION (PROFESSIONAL COOKERY) NC III|WITH TR|MEDIUM,REGION_VII,CEBU,MANUFACTURING,PROCESSED FOOD AND BEVERAGES,KITCHEN SUPERVISOR,FOOD PRODUCTION (PROFESSIONAL COOKERY) NC III,WITH TR,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|PROCESSED FOOD AND BEVERAGES|SOUS CHEF|FOOD PRODUCTION (PROFESSIONAL COOKERY) NC IV|WITH TR|LOW,REGION_VII,CEBU,MANUFACTURING,PROCESSED FOOD AND BEVERAGES,SOUS CHEF,FOOD PRODUCTION (PROFESSIONAL COOKERY) NC IV,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|SHIPBUILDING|FITTERS|PIPEFITTING (METALLIC) NC II|WITH TR|HIGH,REGION_VII,CEBU,MANUFACTURING,SHIPBUILDING,FITTERS,PIPEFITTING (METALLIC) NC II,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|SHIPBUILDING|PAINTERS|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|LOW,REGION_VII,CEBU,MANUFACTURING,SHIPBUILDING,PAINTERS,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|SHIPBUILDING|SANDBLASTERS|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|HIGH,REGION_VII,CEBU,MANUFACTURING,SHIPBUILDING,SANDBLASTERS,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|SHIPBUILDING|WELDERS (FCAW)|FLUX-CORED ARC WELDING (FCAW) NC II|WITH TR|HIGH,REGION_VII,CEBU,MANUFACTURING,SHIPBUILDING,WELDERS (FCAW),FLUX-CORED ARC WELDING (FCAW) NC II,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|SHIPBUILDING|WELDERS (SMAW)|MANUAL METAL ARC WELDING (MMAW) NC I|WITH TR|HIGH,REGION_VII,CEBU,MANUFACTURING,SHIPBUILDING,WELDERS (SMAW),MANUAL METAL ARC WELDING (MMAW) NC I,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|SHIPBUILDING|WELDERS (SMAW)|MANUAL METAL ARC WELDING (MMAW) NC II|WITH TR|HIGH,REGION_VII,CEBU,MANUFACTURING,SHIPBUILDING,WELDERS (SMAW),MANUAL METAL ARC WELDING (MMAW) NC II,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|SHIPBUILDING|WELDERS (SMAW)|MANUAL METAL ARC WELDING (MMAW) NC II|WITH TR|LOW,REGION_VII,CEBU,MANUFACTURING,SHIPBUILDING,WELDERS (SMAW),MANUAL METAL ARC WELDING (MMAW) NC II,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|SHIPBUILDING|WELDERS (SMAW)|MANUAL METAL ARC WELDING (MMAW) NC III|WITH TR|HIGH,REGION_VII,CEBU,MANUFACTURING,SHIPBUILDING,WELDERS (SMAW),MANUAL METAL ARC WELDING (MMAW) NC III,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|SHIPBUILDING|WELDERS (SMAW)|MANUAL METAL ARC WELDING (MMAW) NC IV|WITH TR|HIGH,REGION_VII,CEBU,MANUFACTURING,SHIPBUILDING,WELDERS (SMAW),MANUAL METAL ARC WELDING (MMAW) NC IV,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|MANUFACTURING|SHIPBUILDING|WIREBRUSHERS|MANUAL METAL ARC WELDING (MMAW) NC I|WITH TR|HIGH,REGION_VII,CEBU,MANUFACTURING,SHIPBUILDING,WIREBRUSHERS,MANUAL METAL ARC WELDING (MMAW) NC I,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|MARITIME|CREW AND VESSEL SERVICES, MARITIME HOSPITALITY|MESSMAN|SHIP'S CATERING SERVICES NC I|WITH TR|LOW",REGION_VII,CEBU,MARITIME,"CREW AND VESSEL SERVICES, MARITIME HOSPITALITY",MESSMAN,SHIP'S CATERING SERVICES NC I,WITH TR,LOW,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|MARITIME|CREW AND VESSEL SERVICES, MARITIME HOSPITALITY|SHIPS’ COOK|SHIPS' CATERING NC III (SHIPS' COOKS)|WITH TR|LOW",REGION_VII,CEBU,MARITIME,"CREW AND VESSEL SERVICES, MARITIME HOSPITALITY",SHIPS’ COOK,SHIPS' CATERING NC III (SHIPS' COOKS),WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|METALS AND ENGINEERING|MACHINING AND METALWORKING|CNC LATHE MACHINE OPERATOR (BASIC)|CNC LATHE MACHINE OPERATION NC II|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,MACHINING AND METALWORKING,CNC LATHE MACHINE OPERATOR (BASIC),CNC LATHE MACHINE OPERATION NC II,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|METALS AND ENGINEERING|MACHINING AND METALWORKING|CNC MILLING MACHINE OPERATOR (BASIC)|CNC MILLING MACHINE OPERATION NC II|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,MACHINING AND METALWORKING,CNC MILLING MACHINE OPERATOR (BASIC),CNC MILLING MACHINE OPERATION NC II,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|AUSTENITIC STAINLESS STEEL PLATE/ PIPE WELDER (MMAW)|MANUAL METAL ARC WELDING (MMAW) NC IV|WITH TR|HIGH,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,AUSTENITIC STAINLESS STEEL PLATE/ PIPE WELDER (MMAW),MANUAL METAL ARC WELDING (MMAW) NC IV,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|CARBON STEEL PLATE/ PIPE WELDER (MMAW)|MANUAL METAL ARC WELDING (MMAW) NC I|WITH TR|HIGH,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,CARBON STEEL PLATE/ PIPE WELDER (MMAW),MANUAL METAL ARC WELDING (MMAW) NC I,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|CARBON STEEL PLATE/ PIPE WELDER (MMAW)|MANUAL METAL ARC WELDING (MMAW) NC II|WITH TR|HIGH,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,CARBON STEEL PLATE/ PIPE WELDER (MMAW),MANUAL METAL ARC WELDING (MMAW) NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|CARBON STEEL PLATE/ PIPE WELDER (MMAW)|MANUAL METAL ARC WELDING (MMAW) NC III|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,CARBON STEEL PLATE/ PIPE WELDER (MMAW),MANUAL METAL ARC WELDING (MMAW) NC III,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|FCAW PLATE & PIPE WELDER ( ALLOY STEEL)|FLUX-CORED ARC WELDING (FCAW) NC III|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,FCAW PLATE & PIPE WELDER ( ALLOY STEEL),FLUX-CORED ARC WELDING (FCAW) NC III,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|GAS (OXY-ACETYLENE) WELDER|GAS WELDING NC I|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,GAS (OXY-ACETYLENE) WELDER,GAS WELDING NC I,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|GAS WELDER (OXY-ACETYLENE)|GAS WELDING NC II|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,GAS WELDER (OXY-ACETYLENE),GAS WELDING NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|GMAW PLATE & PIPE WELDER ( ALLOY STEEL)|GAS METAL ARC WELDING (GMAW) NC III|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,GMAW PLATE & PIPE WELDER ( ALLOY STEEL),GAS METAL ARC WELDING (GMAW) NC III,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|GTAW/TIG PIPE & PLATE WELDER (ALLOY STEEL)|GAS TUNGSTEN ARC WELDING (GTAW) NC IV|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,GTAW/TIG PIPE & PLATE WELDER (ALLOY STEEL),GAS TUNGSTEN ARC WELDING (GTAW) NC IV,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|GTAW/TIG WELDER|GAS TUNGSTEN ARC WELDING (GTAW) NC II|WITH TR|HIGH,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,GTAW/TIG WELDER,GAS TUNGSTEN ARC WELDING (GTAW) NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|INSTRUMENTATION AND AUTOMATION TECHNICIAN (LEVEL 1)|INSTRUMENTATION AND CONTROL SERVICING NC II|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,INSTRUMENTATION AND AUTOMATION TECHNICIAN (LEVEL 1),INSTRUMENTATION AND CONTROL SERVICING NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|INSTRUMENTATION AND AUTOMATION TECHNICIAN (LEVEL 2)|INSTRUMENTATION AND CONTROL SERVICING NC III|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,INSTRUMENTATION AND AUTOMATION TECHNICIAN (LEVEL 2),INSTRUMENTATION AND CONTROL SERVICING NC III,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|INSTRUMENTATION AND AUTOMATION TECHNICIAN (LEVEL 3)|INSTRUMENTATION AND CONTROL SERVICING NC IV|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,INSTRUMENTATION AND AUTOMATION TECHNICIAN (LEVEL 3),INSTRUMENTATION AND CONTROL SERVICING NC IV,WITH TR,LOW,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|MACHINES OPERATOR, WELDER/FABRICATOR, MECHANICAL TECHNICIAN, CAD/CAM OPERATOR, CNC LATHE PROGRAMMER, CNC MILLING PROGRAMMER, ASSISTANT SUPERVISOR, ASSISTANT TRAINER, ENTREPRENEUR|DIPLOMA PROGRAM IN MECHANICAL TECHNOLOGY|DIPLOMA PROGRAMS|LOW",REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,"MACHINES OPERATOR, WELDER/FABRICATOR, MECHANICAL TECHNICIAN, CAD/CAM OPERATOR, CNC LATHE PROGRAMMER, CNC MILLING PROGRAMMER, ASSISTANT SUPERVISOR, ASSISTANT TRAINER, ENTREPRENEUR",DIPLOMA PROGRAM IN MECHANICAL TECHNOLOGY,DIPLOMA PROGRAMS,LOW,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|MECHANICAL INSPECTOR METAL ENGINEERING DESIGN TECHNOLOGIST MATERIALS TESTING TECHNOLOGIST. MECHANICAL COORDINATOR, FOREMAN, OR SUPERINTENDENT ESTIMATOR TECHNICAL REPRESENTATIVE FIELD TECHNICAL ASSISTANT DRAFTSMAN/CAD OPERATOR|DIPLOMA PROGRAM IN MECHANICAL ENGINEERING TECHNOLOGY|DIPLOMA PROGRAMS|LOW",REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,"MECHANICAL INSPECTOR METAL ENGINEERING DESIGN TECHNOLOGIST MATERIALS TESTING TECHNOLOGIST. MECHANICAL COORDINATOR, FOREMAN, OR SUPERINTENDENT ESTIMATOR TECHNICAL REPRESENTATIVE FIELD TECHNICAL ASSISTANT DRAFTSMAN/CAD OPERATOR",DIPLOMA PROGRAM IN MECHANICAL ENGINEERING TECHNOLOGY,DIPLOMA PROGRAMS,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|PIPE WELDER (SAW)|SUBMERGED ARC WELDING (SAW) NC II|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,PIPE WELDER (SAW),SUBMERGED ARC WELDING (SAW) NC II,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|PIPEFITTER|PIPEFITTING (METALLIC) NC II|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,PIPEFITTER,PIPEFITTING (METALLIC) NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|PLATE & PIPE WELDER (FCAW)|FLUX-CORED ARC WELDING (FCAW) NC II|WITH TR|HIGH,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,PLATE & PIPE WELDER (FCAW),FLUX-CORED ARC WELDING (FCAW) NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|PLATE & PIPE WELDER (GMAW)|GAS METAL ARC WELDING (GMAW) NC II|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,PLATE & PIPE WELDER (GMAW),GAS METAL ARC WELDING (GMAW) NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|PLATE WELDER (FCAW)|FLUX-CORED ARC WELDING (FCAW) NC I|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,PLATE WELDER (FCAW),FLUX-CORED ARC WELDING (FCAW) NC I,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|PLATE WELDER (GMAW)|GAS METAL ARC WELDING (GMAW) NC I|WITH TR|LOW,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,PLATE WELDER (GMAW),GAS METAL ARC WELDING (GMAW) NC I,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|METALS AND ENGINEERING|METALS AND ENGINEERING|PLATE WELDER (SAW)|SUBMERGED ARC WELDING (SAW) NC I|WITH TR|HIGH,REGION_VII,CEBU,METALS AND ENGINEERING,METALS AND ENGINEERING,PLATE WELDER (SAW),SUBMERGED ARC WELDING (SAW) NC I,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|PROCESSED FOOD & BEVERAGES|MEAT PROCESSING|BUTCHER|SLAUGHTERING OPERATIONS (SWINE) NC II|WITH TR|HIGH,REGION_VII,CEBU,PROCESSED FOOD & BEVERAGES,MEAT PROCESSING,BUTCHER,SLAUGHTERING OPERATIONS (SWINE) NC II,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|FINANCIAL MANAGEMENT|BOKKEEPER|BOOKKEEPING NC III|WITH TR|MEDIUM",REGION_VII,CEBU,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",FINANCIAL MANAGEMENT,BOKKEEPER,BOOKKEEPING NC III,WITH TR,MEDIUM,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|HOUSEHOLD SERVICES|DOMESTIC WORKER|DOMESTIC WORK NC II|WITH TR|LOW",REGION_VII,CEBU,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",HOUSEHOLD SERVICES,DOMESTIC WORKER,DOMESTIC WORK NC II,WITH TR,LOW,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|ASSISTANT HAIRSTYLIST(COLORIST AND PERMIST)|HAIRDRESSING NC II|WITH TR|HIGH",REGION_VII,CEBU,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,ASSISTANT HAIRSTYLIST(COLORIST AND PERMIST),HAIRDRESSING NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
"REGION_VII|CEBU|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|BARBER|BARBERING NC II|WITH TR|LOW",REGION_VII,CEBU,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,BARBER,BARBERING NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
"REGION_VII|CEBU|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|BEAUTY THERAPY ASSISTANT|BEAUTY CARE (SKIN CARE) SERVICES NC II|WITH TR|LOW",REGION_VII,CEBU,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,BEAUTY THERAPY ASSISTANT,BEAUTY CARE (SKIN CARE) SERVICES NC II,WITH TR,LOW,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|MANICURIST/PEDICURIST|BEAUTY CARE (NAIL CARE) SERVICES NC II|WITH TR|LOW",REGION_VII,CEBU,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,MANICURIST/PEDICURIST,BEAUTY CARE (NAIL CARE) SERVICES NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
"REGION_VII|CEBU|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|NAIL SPECIALIST|BEAUTY CARE (NAIL ENHANCEMENT TECHNOLOGY) SERVICES NC III|WITH TR|LOW",REGION_VII,CEBU,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,NAIL SPECIALIST,BEAUTY CARE (NAIL ENHANCEMENT TECHNOLOGY) SERVICES NC III,WITH TR,LOW,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|SENIOR HAIRSTYLIST|HAIRDRESSING NC III|WITH TR|MEDIUM",REGION_VII,CEBU,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,SENIOR HAIRSTYLIST,HAIRDRESSING NC III,WITH TR,MEDIUM,,0,0,0,0,,0,0,0,0
