,,,,,,,,,,,,
Assessment Center,Class Name,Region,Province,City Name,Address,Center Manager,Phone,e mail,Qualification,Numberof Accredited Assessor,Assessed,Certified
"KALUPPA FOUNDATION, INC.",Farm School,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Pantayin, Sta. Cruz, Marinduque",Rafael Constantino R. Seño,09171143663,farmschool@kaluppa.org,Agricultural Crops Production NC II,1,24,24
"KALUPPA FOUNDATION, INC.",Farm School,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Pantayin, Sta. Cruz, Marinduque",Rafael Constantino R. Seño,09171143663,farmschool@kaluppa.org,Agricultural Crops Production NC II,1,36,36
"MARINDUQUE MANPOWER & TRADE SKILLS INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Boac,"Santol, Boac, Marinduque",Enrico Miguel C. Sanchez,332-0639,mmtsi_marinduque@yahoo.com,Bread and Pastry Production NC II,1,20,20
"MARINDUQUE MANPOWER & TRADE SKILLS INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Boac,"Santol, Boac, Marinduque",Enrico Miguel C. Sanchez,332-0639,mmtsi_marinduque@yahoo.com,Bread and Pastry Production NC II,1,20,20
"MARINDUQUE MANPOWER & TRADE SKILLS INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Boac,"Santol, Boac, Marinduque",Enrico Miguel C. Sanchez,332-0639,mmtsi_marinduque@yahoo.com,Bread and Pastry Production NC II,1,32,32
"MARINDUQUE MANPOWER & TRADE SKILLS INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Boac,"Santol, Boac, Marinduque",Enrico Miguel C. Sanchez,332-0639,mmtsi_marinduque@yahoo.com,Bread and Pastry Production NC II,1,30,30
"MARINDUQUE MANPOWER & TRADE SKILLS INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Boac,"Santol, Boac, Marinduque",Enrico Miguel C. Sanchez,332-0639,mmtsi_marinduque@yahoo.com,Computer Systems Servicing NC II,1,34,34
"MARINDUQUE MANPOWER & TRADE SKILLS INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Boac,"Santol, Boac, Marinduque",Enrico Miguel C. Sanchez,332-0639,mmtsi_marinduque@yahoo.com,Computer Systems Servicing NC II,1,38,38
"MARINDUQUE MANPOWER & TRADE SKILLS INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Boac,"Santol, Boac, Marinduque",Enrico Miguel C. Sanchez,332-0639,mmtsi_marinduque@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,20,20
"MARINDUQUE MANPOWER & TRADE SKILLS INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Boac,"Santol, Boac, Marinduque",Enrico Miguel C. Sanchez,332-0639,mmtsi_marinduque@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,29,29
"MARINDUQUE MANPOWER & TRADE SKILLS INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Boac,"Santol, Boac, Marinduque",Enrico Miguel C. Sanchez,332-0639,mmtsi_marinduque@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,20,19
"MARINDUQUE MANPOWER & TRADE SKILLS INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Boac,"Santol, Boac, Marinduque",Enrico Miguel C. Sanchez,332-0639,mmtsi_marinduque@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,54,53
"MARINDUQUE MANPOWER & TRADE SKILLS INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Boac,"Santol, Boac, Marinduque",Enrico Miguel C. Sanchez,332-0639,mmtsi_marinduque@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,21,20
"MARINDUQUE TECHNICAL AND VOCATIONAL INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Gasan,"Brgy. Masiga, Gasan, Marinduque",Joseph B. Nebalga,09158665991,jbnebalga@gmail.com,Computer Systems Servicing NC II,1,4,8
"MARINDUQUE TECHNICAL AND VOCATIONAL INSTITUTE, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Gasan,"Brgy. Masiga, Gasan, Marinduque",Joseph B. Nebalga,09158665991,jbnebalga@gmail.com,Electronic Products Assembly and Servicing NC II,1,43,43
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Bread and Pastry Production NC II,1,10,10
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Bread and Pastry Production NC II,1,20,19
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Bread and Pastry Production NC II,1,9,9
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Bread and Pastry Production NC II,1,27,19
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Bread and Pastry Production NC II,1,30,30
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Bread and Pastry Production NC II,1,9,4
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Electrical Installation and Maintenance NC II,1,19,19
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Electrical Installation and Maintenance NC II,1,19,11
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Electrical Installation and Maintenance NC II,1,34,22
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Gas Tungsten Arc Welding (GTAW) NC II,1,26,26
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,25,25
"MARINDUQUE TECHNICAL TRAINING CENTER, INC.",TVI,Region IVB - MIMAROPA,Marinduque,Santa Cruz,"Napo, Sta. Cruz, Marinduque",Felix C. Manalo,09982786921,felix_manalo14@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,19,18
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Bartending NC II,1,16,11
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Bread and Pastry Production NC II,1,7,7
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Bread and Pastry Production NC II,1,29,24
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Bread and Pastry Production NC II,1,45,38
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Caregiving (Elderly) NC II,1,37,8
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Cookery NC II,1,18,21
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Cookery NC II,1,18,20
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Driving NC II,1,7,7
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Front Office Services NC II,1,24,24
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Housekeeping NC II,1,25,29
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Organic Agriculture Production NC II,1,20,21
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,PV Systems Installation NC II,1,20,18
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,RAC Servicing (DomRAC) NC II,1,19,19
TORRIJOS POBLACION SCHOOL OF ARTS AND TRADES,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Marinduque,Torrijos,"Poctoy, Torrijos, Marinduque",Ma. Jhenevie F. De Luna,09189398783,tpsat@tesda.gov.ph,Shielded Metal Arc Welding (SMAW) NC II,1,14,14
CALINTAAN INTERNATIONAL TECHNICAL SKILLS DEVELOPMENT TRAINING SCHOOL INC.,TVI,Region IVB - MIMAROPA,Occidental Mindoro,Calintaan,"145 S. Picarzo St., Poblacion, Calintaan Occidental Mindoro",Angelique U. Mahanap,(043)732-1932,calitech.assessment.center@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,1,25,23
"CAPT. LAWRENCE A. COOPER TECHNICAL COLLEGE, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Quezon Cor. M.h. Del Pilar St., Bgy. 7, San Jose, Occidental Mindoro",Rosalyn P. Pangan,(043)457-1002,clctcsanjose2009@gmail.com,Automotive Servicing NC I,1,20,20
"CAPT. LAWRENCE A. COOPER TECHNICAL COLLEGE, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Quezon Cor. M.h. Del Pilar St., Bgy. 7, San Jose, Occidental Mindoro",Rosalyn P. Pangan,(043)457-1002,clctcsanjose2009@gmail.com,Automotive Servicing NC I,1,27,27
"CAPT. LAWRENCE A. COOPER TECHNICAL COLLEGE, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Quezon Cor. M.h. Del Pilar St., Bgy. 7, San Jose, Occidental Mindoro",Rosalyn P. Pangan,(043)457-1002,clctcsanjose2009@gmail.com,Bread and Pastry Production NC II,1,19,19
"CAPT. LAWRENCE A. COOPER TECHNICAL COLLEGE, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Quezon Cor. M.h. Del Pilar St., Bgy. 7, San Jose, Occidental Mindoro",Rosalyn P. Pangan,(043)457-1002,clctcsanjose2009@gmail.com,Bread and Pastry Production NC II,1,19,19
"CAPT. LAWRENCE A. COOPER TECHNICAL COLLEGE, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Quezon Cor. M.h. Del Pilar St., Bgy. 7, San Jose, Occidental Mindoro",Rosalyn P. Pangan,(043)457-1002,clctcsanjose2009@gmail.com,Bread and Pastry Production NC II,1,49,56
"CAPT. LAWRENCE A. COOPER TECHNICAL COLLEGE, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Quezon Cor. M.h. Del Pilar St., Bgy. 7, San Jose, Occidental Mindoro",Rosalyn P. Pangan,(043)457-1002,clctcsanjose2009@gmail.com,Bread and Pastry Production NC II,1,40,40
"CAPT. LAWRENCE A. COOPER TECHNICAL COLLEGE, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Quezon Cor. M.h. Del Pilar St., Bgy. 7, San Jose, Occidental Mindoro",Rosalyn P. Pangan,(043)457-1002,clctcsanjose2009@gmail.com,Cookery NC II,1,86,86
"CAPT. LAWRENCE A. COOPER TECHNICAL COLLEGE, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Quezon Cor. M.h. Del Pilar St., Bgy. 7, San Jose, Occidental Mindoro",Rosalyn P. Pangan,(043)457-1002,clctcsanjose2009@gmail.com,Electrical Installation and Maintenance NC II,1,46,46
"CAPT. LAWRENCE A. COOPER TECHNICAL COLLEGE, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Quezon Cor. M.h. Del Pilar St., Bgy. 7, San Jose, Occidental Mindoro",Rosalyn P. Pangan,(043)457-1002,clctcsanjose2009@gmail.com,Electrical Installation and Maintenance NC II,1,20,20
"CAREGIVER INTERNATIONAL NETWORK, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"1197 Doña Consuelo Subdivision, Brgy. Pag-asa, San Jose, Occidental Mindoro",Vanessa Grace B. Lacibar,(043)457-0645,ciniregistraroffice@gmail.com,Bread and Pastry Production NC II,1,27,27
"CAREGIVER INTERNATIONAL NETWORK, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"1197 Doña Consuelo Subdivision, Brgy. Pag-asa, San Jose, Occidental Mindoro",Vanessa Grace B. Lacibar,(043)457-0645,ciniregistraroffice@gmail.com,Bread and Pastry Production NC II,1,25,25
"CAREGIVER INTERNATIONAL NETWORK, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"1197 Doña Consuelo Subdivision, Brgy. Pag-asa, San Jose, Occidental Mindoro",Vanessa Grace B. Lacibar,(043)457-0645,ciniregistraroffice@gmail.com,Caregiving NC II,1,18,16
"CAREGIVER INTERNATIONAL NETWORK, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"1197 Doña Consuelo Subdivision, Brgy. Pag-asa, San Jose, Occidental Mindoro",Vanessa Grace B. Lacibar,(043)457-0645,ciniregistraroffice@gmail.com,Cookery NC II,1,27,27
"CAREGIVER INTERNATIONAL NETWORK, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"1197 Doña Consuelo Subdivision, Brgy. Pag-asa, San Jose, Occidental Mindoro",Vanessa Grace B. Lacibar,(043)457-0645,ciniregistraroffice@gmail.com,Housekeeping NC II,1,29,29
"CAREGIVER INTERNATIONAL NETWORK, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"1197 Doña Consuelo Subdivision, Brgy. Pag-asa, San Jose, Occidental Mindoro",Vanessa Grace B. Lacibar,(043)457-0645,ciniregistraroffice@gmail.com,Housekeeping NC II,1,20,20
GEARZ SKILLS TRAINING AND DEVELOPMENT INSTITUTE INC.,TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Sapang Palay, Brgy., Central, San Jose, Occidental Mindoro",Mark Randolph C. Saporna,09065676356,gearzassessment.official@gmail.com,Tile Setting NC II,1,27,27
"I-NET ASIA TECHNOLOGICAL SCHOOL, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"217 A. Bonifacio St., Bgy. 3, San Jose, Occidental Mindoro",Mary Ann B. Artango,(043)457-0839,inetasiaschool@gmail.com,Computer Systems Servicing NC II,1,39,33
LOLA'S HEALTHY FARM INC.,TVI,Region IVB - MIMAROPA,Occidental Mindoro,Magsaysay,"Brgy. Poblacion, Magsaysay, Occidental Mindoro",Ezra C. Esperanza,09755645680,lolashealthyfarminc@gmail.com,Organic Agriculture Production NC II,1,30,30
LOLA'S HEALTHY FARM INC.,TVI,Region IVB - MIMAROPA,Occidental Mindoro,Magsaysay,"Brgy. Poblacion, Magsaysay, Occidental Mindoro",Ezra C. Esperanza,09755645680,lolashealthyfarminc@gmail.com,Organic Agriculture Production NC II,1,20,20
LOLA'S HEALTHY FARM INC.,TVI,Region IVB - MIMAROPA,Occidental Mindoro,Magsaysay,"Brgy. Poblacion, Magsaysay, Occidental Mindoro",Ezra C. Esperanza,09755645680,lolashealthyfarminc@gmail.com,Organic Agriculture Production NC II,1,20,20
LOLA'S HEALTHY FARM INC.,TVI,Region IVB - MIMAROPA,Occidental Mindoro,Magsaysay,"Brgy. Poblacion, Magsaysay, Occidental Mindoro",Ezra C. Esperanza,09755645680,lolashealthyfarminc@gmail.com,Organic Agriculture Production NC II,1,27,27
"MINDORO SCHOOL OF TECHNOLOGY, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"2nd Floor Asilo Building, Capt. Cooper St., San Jose, Occidental Mindoro",Jenny C. Fernandez,(043)457-0143,mstsanjose5100@gmail.com,Bookkeeping NC III,1,33,19
"MINDORO SCHOOL OF TECHNOLOGY, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"2nd Floor Asilo Building, Capt. Cooper St., San Jose, Occidental Mindoro",Jenny C. Fernandez,(043)457-0143,mstsanjose5100@gmail.com,Computer Systems Servicing NC II,1,69,69
"MINDORO SCHOOL OF TECHNOLOGY, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"2nd Floor Asilo Building, Capt. Cooper St., San Jose, Occidental Mindoro",Jenny C. Fernandez,(043)457-0143,mstsanjose5100@gmail.com,Computer Systems Servicing NC II,1,59,59
"MINDORO SCHOOL OF TECHNOLOGY, INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"2nd Floor Asilo Building, Capt. Cooper St., San Jose, Occidental Mindoro",Jenny C. Fernandez,(043)457-0143,mstsanjose5100@gmail.com,Electronic Products Assembly and Servicing NC II,1,130,120
"OPPORTUNITY, KNOWLEDGE AND SKILLS INSTITUTE (OKSI), INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Marticio St., Marzan Village, San Roque, San Jose, Occidental Mindoro",Mary Jane B. Antolin,09363970747,oksi.inc2023@gmail.com,Gas Tungsten Arc Welding (GTAW) NC II,1,45,45
"OPPORTUNITY, KNOWLEDGE AND SKILLS INSTITUTE (OKSI), INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Marticio St., Marzan Village, San Roque, San Jose, Occidental Mindoro",Mary Jane B. Antolin,09363970747,oksi.inc2023@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,25,25
"OPPORTUNITY, KNOWLEDGE AND SKILLS INSTITUTE (OKSI), INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Marticio St., Marzan Village, San Roque, San Jose, Occidental Mindoro",Mary Jane B. Antolin,09363970747,oksi.inc2023@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,16,15
"OPPORTUNITY, KNOWLEDGE AND SKILLS INSTITUTE (OKSI), INC.",TVI,Region IVB - MIMAROPA,Occidental Mindoro,San Jose,"Marticio St., Marzan Village, San Roque, San Jose, Occidental Mindoro",Mary Jane B. Antolin,09363970747,oksi.inc2023@gmail.com,Shielded Metal Arc Welding (SMAW) NC III,1,25,25
"RIZAL, OCCIDENTAL MINDORO TESDA TRAINING AND ACCREDITATION CENTER",TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Rizal,"Sto. Niño, Rizal, Occidental Mindoro",Fritzie T. Endaya,09519298535,romttac@tesda.gov.ph,Agroentrepreneurship NC II,1,20,20
"RIZAL, OCCIDENTAL MINDORO TESDA TRAINING AND ACCREDITATION CENTER",TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Rizal,"Sto. Niño, Rizal, Occidental Mindoro",Fritzie T. Endaya,09519298535,romttac@tesda.gov.ph,Bookkeeping NC III,1,19,9
"RIZAL, OCCIDENTAL MINDORO TESDA TRAINING AND ACCREDITATION CENTER",TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Rizal,"Sto. Niño, Rizal, Occidental Mindoro",Fritzie T. Endaya,09519298535,romttac@tesda.gov.ph,Bookkeeping NC III,1,8,1
"RIZAL, OCCIDENTAL MINDORO TESDA TRAINING AND ACCREDITATION CENTER",TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Rizal,"Sto. Niño, Rizal, Occidental Mindoro",Fritzie T. Endaya,09519298535,romttac@tesda.gov.ph,Bookkeeping NC III,1,7,4
"RIZAL, OCCIDENTAL MINDORO TESDA TRAINING AND ACCREDITATION CENTER",TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Rizal,"Sto. Niño, Rizal, Occidental Mindoro",Fritzie T. Endaya,09519298535,romttac@tesda.gov.ph,Driving (Passenger Bus/Straight Truck) NC III,1,13,13
"RIZAL, OCCIDENTAL MINDORO TESDA TRAINING AND ACCREDITATION CENTER",TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Rizal,"Sto. Niño, Rizal, Occidental Mindoro",Fritzie T. Endaya,09519298535,romttac@tesda.gov.ph,Driving NC II,1,19,16
"RIZAL, OCCIDENTAL MINDORO TESDA TRAINING AND ACCREDITATION CENTER",TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Rizal,"Sto. Niño, Rizal, Occidental Mindoro",Fritzie T. Endaya,09519298535,romttac@tesda.gov.ph,Heavy Equipment Operation (Wheel Loader) NC II,1,9,9
"RIZAL, OCCIDENTAL MINDORO TESDA TRAINING AND ACCREDITATION CENTER",TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Rizal,"Sto. Niño, Rizal, Occidental Mindoro",Fritzie T. Endaya,09519298535,romttac@tesda.gov.ph,Masonry NC II,1,16,16
"RIZAL, OCCIDENTAL MINDORO TESDA TRAINING AND ACCREDITATION CENTER",TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Rizal,"Sto. Niño, Rizal, Occidental Mindoro",Fritzie T. Endaya,09519298535,romttac@tesda.gov.ph,Organic Agriculture Production NC II,1,16,19
TESDA OCCIDENTAL MINDORO PROVINCIAL TRAINING CENTER,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Sablayan,"Brgy. Sto. Niño, Sablayan, Occidental Mindoro",Elizabeth T. Pajarillo,09209319377,region4b.ptcoccidentalmindoro@tesda.gov.ph,Bread and Pastry Production NC II,1,20,19
TESDA OCCIDENTAL MINDORO PROVINCIAL TRAINING CENTER,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Sablayan,"Brgy. Sto. Niño, Sablayan, Occidental Mindoro",Elizabeth T. Pajarillo,09209319377,region4b.ptcoccidentalmindoro@tesda.gov.ph,Driving NC II,1,13,13
TESDA OCCIDENTAL MINDORO PROVINCIAL TRAINING CENTER,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Sablayan,"Brgy. Sto. Niño, Sablayan, Occidental Mindoro",Elizabeth T. Pajarillo,09209319377,region4b.ptcoccidentalmindoro@tesda.gov.ph,Electrical Installation and Maintenance NC II,1,17,17
TESDA OCCIDENTAL MINDORO PROVINCIAL TRAINING CENTER,TESDA Technology Institution (TTI),Region IVB - MIMAROPA,Occidental Mindoro,Sablayan,"Brgy. Sto. Niño, Sablayan, Occidental Mindoro",Elizabeth T. Pajarillo,09209319377,region4b.ptcoccidentalmindoro@tesda.gov.ph,Masonry NC II,1,17,16
"ABSOLUTE HEALTH CARE INSTITUTE - CALAPAN, MINDORO INC.",,Region IVB - MIMAROPA,Oriental Mindoro,City of Calapan,"3rd Floor, San Miguel Milex Bldg., Leuterio St., San Vicente East, Calapan City, Oriental Mindoro",Amabel M. Amante,(043) 288-1693,absolutehealthcare_calapan@yahoo.com,Caregiving (Elderly) NC II,1,48,48
